latitude,longitude,time,date,xco2,xco2_quality_flag
11.234437,108.72246,2023-02-09 06:14:53.895011,2023-02-09,419.16223,0
11.225721,108.72693,2023-02-09 06:14:53.921001,2023-02-09,419.474,0
11.216935,108.731346,2023-02-09 06:14:53.947998,2023-02-09,420.8681,0
11.2546015,108.718056,2023-02-09 06:14:54.228020,2023-02-09,419.1343,0
11.2371025,108.72695,2023-02-09 06:14:54.282013,2023-02-09,419.57178,0
11.274764,108.71366,2023-02-09 06:14:54.561996,2023-02-09,419.84503,0
11.266053,108.71814,2023-02-09 06:14:54.588027,2023-02-09,420.09897,0
11.25727,108.722565,2023-02-09 06:14:54.615023,2023-02-09,418.68958,0
11.248444,108.72692,2023-02-09 06:14:54.642019,2023-02-09,418.99103,0
11.239668,108.73116,2023-02-09 06:14:54.669016,2023-02-09,419.6498,0
11.230834,108.735344,2023-02-09 06:14:54.696012,2023-02-09,420.522,0
11.277436,108.71818,2023-02-09 06:14:54.947992,2023-02-09,420.813,0
11.268613,108.72254,2023-02-09 06:14:54.974989,2023-02-09,419.34457,0
11.259838,108.72679,2023-02-09 06:14:55.002025,2023-02-09,419.4554,0
11.250999,108.73097,2023-02-09 06:14:55.029022,2023-02-09,419.2279,0
11.242126,108.73508,2023-02-09 06:14:55.056018,2023-02-09,420.31784,0
11.233214,108.739105,2023-02-09 06:14:55.083015,2023-02-09,420.37787,0
11.288699,108.71822,2023-02-09 06:14:55.309004,2023-02-09,418.50964,0
11.27992,108.72249,2023-02-09 06:14:55.336001,2023-02-09,420.49274,0
11.271082,108.72668,2023-02-09 06:14:55.362997,2023-02-09,419.98032,0
11.262211,108.73078,2023-02-09 06:14:55.388988,2023-02-09,419.66174,0
11.2533,108.73482,2023-02-09 06:14:55.416024,2023-02-09,419.4696,0
11.291164,108.722374,2023-02-09 06:14:55.696007,2023-02-09,420.57678,0
11.282295,108.726494,2023-02-09 06:14:55.723003,2023-02-09,420.34363,0
11.273387,108.73053,2023-02-09 06:14:55.748994,2023-02-09,419.82977,0
11.293462,108.726234,2023-02-09 06:14:56.083009,2023-02-09,420.40723,0
11.395219,108.687614,2023-02-09 06:14:56.562025,2023-02-09,419.15244,0
11.4065485,108.68778,2023-02-09 06:14:56.921025,2023-02-09,419.74985,0
11.397791,108.69224,2023-02-09 06:14:56.948022,2023-02-09,419.54788,0
11.96254,108.567474,2023-02-09 06:15:06.281988,2023-02-09,418.11737,0
11.99128,108.55845,2023-02-09 06:15:06.588001,2023-02-09,418.1035,0
11.982595,108.56303,2023-02-09 06:15:06.614998,2023-02-09,417.07224,0
11.97387,108.56753,2023-02-09 06:15:06.641994,2023-02-09,418.77203,0
11.965152,108.57193,2023-02-09 06:15:06.668991,2023-02-09,418.84094,0
11.956374,108.57627,2023-02-09 06:15:06.695987,2023-02-09,419.23868,0
12.00261,108.558586,2023-02-09 06:15:06.948008,2023-02-09,420.3768,0
11.993914,108.56309,2023-02-09 06:15:06.975004,2023-02-09,419.25897,0
11.985197,108.5675,2023-02-09 06:15:07.002001,2023-02-09,418.58365,0
11.976424,108.57184,2023-02-09 06:15:07.028997,2023-02-09,419.2033,0
11.967637,108.57608,2023-02-09 06:15:07.055993,2023-02-09,419.17224,0
11.958818,108.580246,2023-02-09 06:15:07.082990,2023-02-09,420.419,0
12.039996,108.544945,2023-02-09 06:15:07.227990,2023-02-09,420.2952,0
12.0313835,108.54958,2023-02-09 06:15:07.255027,2023-02-09,420.24496,0
12.02269,108.55418,2023-02-09 06:15:07.282023,2023-02-09,419.01575,0
12.013996,108.558685,2023-02-09 06:15:07.309020,2023-02-09,419.0577,0
11.987737,108.571686,2023-02-09 06:15:07.389003,2023-02-09,418.61047,0
12.060077,108.540535,2023-02-09 06:15:07.562006,2023-02-09,418.77756,0
12.0514555,108.54518,2023-02-09 06:15:07.587996,2023-02-09,419.9244,0
12.042764,108.549774,2023-02-09 06:15:07.614993,2023-02-09,420.35275,0
12.034083,108.55429,2023-02-09 06:15:07.641989,2023-02-09,419.35632,0
12.025373,108.55871,2023-02-09 06:15:07.669026,2023-02-09,418.51047,0
12.080157,108.536125,2023-02-09 06:15:07.895015,2023-02-09,418.71365,0
12.071543,108.54077,2023-02-09 06:15:07.921006,2023-02-09,421.20627,0
12.062855,108.54537,2023-02-09 06:15:07.948002,2023-02-09,419.5693,0
12.045463,108.55431,2023-02-09 06:15:08.001995,2023-02-09,418.53406,0
12.100196,108.53175,2023-02-09 06:15:08.228025,2023-02-09,419.75012,0
12.091581,108.53641,2023-02-09 06:15:08.255021,2023-02-09,419.9439,0
12.082892,108.541016,2023-02-09 06:15:08.282018,2023-02-09,419.47083,0
12.0742035,108.54555,2023-02-09 06:15:08.309014,2023-02-09,418.71716,0
12.065493,108.54998,2023-02-09 06:15:08.336010,2023-02-09,417.1941,0
12.120223,108.5274,2023-02-09 06:15:08.562000,2023-02-09,418.3368,0
12.111606,108.53206,2023-02-09 06:15:08.587991,2023-02-09,418.79916,0
12.102917,108.53667,2023-02-09 06:15:08.614987,2023-02-09,420.00906,0
12.094232,108.54121,2023-02-09 06:15:08.642024,2023-02-09,419.613,0
12.085524,108.54564,2023-02-09 06:15:08.669020,2023-02-09,418.91446,0
12.076756,108.55001,2023-02-09 06:15:08.696017,2023-02-09,418.7463,0
12.131629,108.52771,2023-02-09 06:15:08.921000,2023-02-09,419.1655,0
12.122946,108.532326,2023-02-09 06:15:08.947997,2023-02-09,418.51596,0
12.11426,108.536865,2023-02-09 06:15:08.974993,2023-02-09,419.31277,0
12.105554,108.541306,2023-02-09 06:15:09.001990,2023-02-09,418.7384,0
12.096796,108.54568,2023-02-09 06:15:09.029026,2023-02-09,419.55447,0
12.088031,108.549934,2023-02-09 06:15:09.056023,2023-02-09,419.1355,0
12.079225,108.55414,2023-02-09 06:15:09.083019,2023-02-09,418.69852,0
12.1430645,108.52793,2023-02-09 06:15:09.282012,2023-02-09,417.34634,0
12.134395,108.53247,2023-02-09 06:15:09.309009,2023-02-09,417.30643,0
12.1257,108.53691,2023-02-09 06:15:09.336005,2023-02-09,418.75183,0
12.116944,108.54129,2023-02-09 06:15:09.363002,2023-02-09,418.58923,0
12.108182,108.54555,2023-02-09 06:15:09.388992,2023-02-09,418.96844,0
12.099376,108.54976,2023-02-09 06:15:09.415989,2023-02-09,419.38928,0
12.145847,108.532524,2023-02-09 06:15:09.669015,2023-02-09,419.3001,0
12.137094,108.5369,2023-02-09 06:15:09.696011,2023-02-09,418.08417,0
12.128333,108.54117,2023-02-09 06:15:09.723008,2023-02-09,418.43463,0
12.11953,108.54538,2023-02-09 06:15:09.748998,2023-02-09,418.98373,0
12.148493,108.5368,2023-02-09 06:15:10.056017,2023-02-09,417.99203,0
12.139691,108.54102,2023-02-09 06:15:10.083014,2023-02-09,418.18655,0
12.508224,108.45312,2023-02-09 06:15:15.669023,2023-02-09,417.9949,0
12.51968,108.45315,2023-02-09 06:15:16.028988,2023-02-09,417.73312,0
12.510926,108.45753,2023-02-09 06:15:16.056025,2023-02-09,418.644,0
12.5021305,108.46184,2023-02-09 06:15:16.083021,2023-02-09,419.64572,0
12.583155,108.42565,2023-02-09 06:15:16.228022,2023-02-09,418.4579,0
12.565908,108.43514,2023-02-09 06:15:16.282015,2023-02-09,418.59503,0
12.557205,108.4398,2023-02-09 06:15:16.309011,2023-02-09,419.31808,0
12.531079,108.45319,2023-02-09 06:15:16.388994,2023-02-09,418.64682,0
12.522285,108.457504,2023-02-09 06:15:16.415991,2023-02-09,418.28604,0
12.594712,108.42606,2023-02-09 06:15:16.587987,2023-02-09,418.37982,0
12.586055,108.430786,2023-02-09 06:15:16.615024,2023-02-09,418.52606,0
12.577353,108.43544,2023-02-09 06:15:16.642021,2023-02-09,418.6023,0
12.568697,108.43998,2023-02-09 06:15:16.669017,2023-02-09,418.7046,0
12.559982,108.44446,2023-02-09 06:15:16.696013,2023-02-09,418.56046,0
12.551232,108.44885,2023-02-09 06:15:16.723010,2023-02-09,419.08383,0
12.542439,108.45316,2023-02-09 06:15:16.749001,2023-02-09,418.63504,0
12.623439,108.416916,2023-02-09 06:15:16.895007,2023-02-09,418.58484,0
12.6062,108.42643,2023-02-09 06:15:16.947994,2023-02-09,417.67917,0
12.5975,108.43109,2023-02-09 06:15:16.974990,2023-02-09,418.0544,0
12.588846,108.43563,2023-02-09 06:15:17.002027,2023-02-09,418.4025,0
12.580131,108.4401,2023-02-09 06:15:17.029023,2023-02-09,418.60553,0
12.57138,108.44449,2023-02-09 06:15:17.056020,2023-02-09,417.56625,0
12.562587,108.4488,2023-02-09 06:15:17.083016,2023-02-09,417.90176,0
