date,latitude,longitude,time,xco2,xco2_quality_flag
2022-01-01,10.906876,105.385155,2022-01-01 03:15:42.229007360,419.15442,0.0
2022-01-01,10.325492,105.872574,2022-01-01 03:15:54.310011904,418.44867,0.0
2022-01-01,10.333231,105.885895,2022-01-01 03:15:54.337008128,419.08313,0.0
2022-01-01,10.340997,105.8992,2022-01-01 03:15:54.364004608,417.91107,0.0
2022-01-01,10.348789,105.91248,2022-01-01 03:15:54.391001344,419.48267,0.0
2022-01-01,10.356609,105.92575,2022-01-01 03:15:54.417997568,418.74557,0.0
2022-01-01,10.308688,105.88497,2022-01-01 03:15:54.644027136,418.69598,0.0
2022-01-01,10.316427,105.89829,2022-01-01 03:15:54.671023872,418.92563,0.0
2022-01-01,10.324192,105.9116,2022-01-01 03:15:54.698020096,418.805,0.0
2022-01-01,10.3319845,105.92488,2022-01-01 03:15:54.725016576,418.87622,0.0
2022-01-01,10.339804,105.93814,2022-01-01 03:15:54.752013312,418.842,0.0
2022-01-01,10.291884,105.89737,2022-01-01 03:15:54.976996864,418.45056,0.0
2022-01-01,10.299623,105.91069,2022-01-01 03:15:55.003993344,419.83032,0.0
2022-01-01,10.315179,105.93727,2022-01-01 03:15:55.057986048,418.82263,0.0
2022-01-01,10.322998,105.95054,2022-01-01 03:15:55.085022720,418.34467,0.0
2022-01-01,10.281566,105.96206,2022-01-01 03:15:55.725011456,419.40955,0.0
2022-01-01,10.289384,105.97533,2022-01-01 03:15:55.752007680,419.20813,0.0
2022-01-01,10.216954,105.93359,2022-01-01 03:15:56.283004416,418.93854,0.0
2022-01-01,10.198784,105.98503,2022-01-01 03:15:57.004022528,420.35373,0.0
2022-01-01,10.19105,105.97171,2022-01-01 03:15:56.977026304,419.56964,0.0
2022-01-01,10.183341,105.95837,2022-01-01 03:15:56.949989632,418.7296,0.0
2022-01-01,10.175659,105.94501,2022-01-01 03:15:56.922993152,419.45688,0.0
2022-01-01,10.238959,106.01249,2022-01-01 03:15:56.752002304,419.4202,0.0
2022-01-01,10.231142,105.99922,2022-01-01 03:15:56.725005824,417.75388,0.0
2022-01-01,10.31778,105.85923,2022-01-01 03:15:54.283015424,418.44952,0.0
2022-01-01,10.223353,105.98595,2022-01-01 03:15:56.698009600,417.7506,0.0
2022-01-01,10.207856,105.95932,2022-01-01 03:15:56.644016384,418.83636,0.0
2022-01-01,10.200148,105.945984,2022-01-01 03:15:56.617020160,419.10187,0.0
2022-01-01,10.192466,105.932625,2022-01-01 03:15:56.590023424,418.9533,0.0
2022-01-01,10.184809,105.91924,2022-01-01 03:15:56.562986752,419.18527,0.0
2022-01-01,10.240161,105.97356,2022-01-01 03:15:56.363993856,418.55444,0.0
2022-01-01,10.232399,105.96026,2022-01-01 03:15:56.336997632,417.77866,0.0
2022-01-01,10.215591,105.97264,2022-01-01 03:15:56.671012864,418.0984,0.0
2022-01-01,10.310093,105.84587,2022-01-01 03:15:54.256019200,418.1772,0.0
2022-01-01,10.373414,105.91335,2022-01-01 03:15:54.084987904,417.8169,0.0
2022-01-01,10.365594,105.900085,2022-01-01 03:15:54.057991424,418.39893,0.0
2022-01-01,10.368183,105.82203,2022-01-01 03:15:53.283021056,418.81012,0.0
2022-01-01,10.360496,105.80867,2022-01-01 03:15:53.256024320,419.1316,0.0
2022-01-01,10.352833,105.79528,2022-01-01 03:15:53.228987648,419.009,0.0
2022-01-01,10.384983,105.80962,2022-01-01 03:15:52.950011136,418.76678,0.0
2022-01-01,10.377295,105.796265,2022-01-01 03:15:52.923014656,418.66638,0.0
2022-01-01,10.369632,105.782875,2022-01-01 03:15:52.896018176,418.84912,0.0
2022-01-01,10.375897,105.83537,2022-01-01 03:15:53.310017280,418.2363,0.0
2022-01-01,10.409498,105.81057,2022-01-01 03:15:52.643997952,418.19806,0.0
2022-01-01,10.3940935,105.78386,2022-01-01 03:15:52.590005248,419.30463,0.0
2022-01-01,10.418582,105.78481,2022-01-01 03:15:52.283026176,418.69797,0.0
2022-01-01,10.4108925,105.771454,2022-01-01 03:15:52.255989504,418.76266,0.0
2022-01-01,10.403229,105.758064,2022-01-01 03:15:52.228993280,419.06528,0.0
2022-01-01,10.43538,105.77241,2022-01-01 03:15:51.950016512,418.5308,0.0
2022-01-01,10.42769,105.75904,2022-01-01 03:15:51.923020032,419.35938,0.0
2022-01-01,10.401783,105.797226,2022-01-01 03:15:52.617001472,418.1948,0.0
2022-01-01,10.214334,106.01161,2022-01-01 03:15:57.058015232,418.93698,0.0
2022-01-01,10.383637,105.8487,2022-01-01 03:15:53.337013760,418.33115,0.0
2022-01-01,10.3991995,105.87529,2022-01-01 03:15:53.391006464,417.98386,0.0
2022-01-01,10.3578005,105.8868,2022-01-01 03:15:54.030995200,418.75867,0.0
2022-01-01,10.350034,105.8735,2022-01-01 03:15:54.003998720,418.35828,0.0
2022-01-01,10.342295,105.860176,2022-01-01 03:15:53.977002240,419.26474,0.0
2022-01-01,10.334581,105.84683,2022-01-01 03:15:53.950005760,419.10968,0.0
2022-01-01,10.326895,105.83347,2022-01-01 03:15:53.923009280,418.52307,0.0
2022-01-01,10.390219,105.900955,2022-01-01 03:15:53.752018432,418.3531,0.0
2022-01-01,10.391405,105.862,2022-01-01 03:15:53.364009984,418.5517,0.0
2022-01-01,10.382397,105.88769,2022-01-01 03:15:53.725021952,418.10098,0.0
2022-01-01,10.366836,105.8611,2022-01-01 03:15:53.670989056,418.43106,0.0
2022-01-01,10.359096,105.84778,2022-01-01 03:15:53.643992320,419.23352,0.0
2022-01-01,10.351382,105.834435,2022-01-01 03:15:53.616996096,419.30365,0.0
2022-01-01,10.343695,105.82107,2022-01-01 03:15:53.589999616,417.98206,0.0
2022-01-01,10.336034,105.807686,2022-01-01 03:15:53.563003392,418.86923,0.0
2022-01-01,10.4070215,105.88856,2022-01-01 03:15:53.418003200,417.9805,0.0
2022-01-01,10.374603,105.874405,2022-01-01 03:15:53.698025728,418.39905,0.0
2022-01-01,10.420026,105.74566,2022-01-01 03:15:51.896023808,418.68524,0.0
2022-01-01,10.151197,105.944016,2022-01-01 03:15:57.229006336,418.6708,0.0
2022-01-01,10.166534,105.97076,2022-01-01 03:15:57.282999040,419.82138,0.0
2022-01-01,10.050347,106.0183,2022-01-01 03:15:59.228995328,418.85617,0.0
2022-01-01,10.057999,106.031685,2022-01-01 03:15:59.255991808,419.2691,0.0
2022-01-01,10.065677,106.04504,2022-01-01 03:15:59.282988288,418.7515,0.0
2022-01-01,10.104466,106.111534,2022-01-01 03:15:59.418010624,419.4393,0.0
2022-01-01,10.048865,106.05742,2022-01-01 03:15:59.617004032,419.28433,0.0
2022-01-01,10.056569,106.070755,2022-01-01 03:15:59.644000256,419.6335,0.0
2022-01-01,10.0643,106.08407,2022-01-01 03:15:59.670996736,419.30045,0.0
2022-01-01,10.072057,106.09737,2022-01-01 03:15:59.697992960,419.4526,0.0
2022-01-01,10.087652,106.1239,2022-01-01 03:15:59.751985920,418.69238,0.0
2022-01-01,10.039757,106.08313,2022-01-01 03:15:59.977009664,419.9252,0.0
2022-01-01,10.047486,106.09644,2022-01-01 03:16:00.004006400,419.58374,0.0
2022-01-01,10.063026,106.12302,2022-01-01 03:16:00.057999104,420.48605,0.0
2022-01-01,9.999914,106.05543,2022-01-01 03:16:00.228989952,419.7719,0.0
2022-01-01,10.007565,106.06881,2022-01-01 03:16:00.256026624,418.97244,0.0
2022-01-01,10.015241,106.08216,2022-01-01 03:16:00.283023104,419.07242,0.0
2022-01-01,10.030673,106.10882,2022-01-01 03:16:00.337016064,420.0627,0.0
2022-01-01,10.046211,106.13539,2022-01-01 03:16:00.391008768,420.2494,0.0
2022-01-01,9.919479,106.24757,2022-01-01 03:16:03.085019648,420.78094,0.0
2022-01-01,9.96213,106.19722,2022-01-01 03:16:02.057988352,421.37473,0.0
2022-01-01,9.986755,106.19812,2022-01-01 03:16:01.752015360,419.28085,0.0
2022-01-01,9.9648,106.11927,2022-01-01 03:16:01.283017728,419.98666,0.0
2022-01-01,10.02039,106.173386,2022-01-01 03:16:01.084990208,420.1851,0.0
2022-01-01,9.997044,106.13355,2022-01-01 03:16:01.004001024,419.6708,0.0
2022-01-01,10.12128,106.09916,2022-01-01 03:15:59.085000960,420.1552,0.0
2022-01-01,9.973939,106.09355,2022-01-01 03:16:00.923011584,419.74173,0.0
2022-01-01,10.037207,106.16102,2022-01-01 03:16:00.752020736,420.7573,0.0
2022-01-01,10.029396,106.14776,2022-01-01 03:16:00.725024256,420.65417,0.0
2022-01-01,10.013859,106.121185,2022-01-01 03:16:00.670991104,420.39514,0.0
2022-01-01,10.00613,106.10787,2022-01-01 03:16:00.643994880,419.9668,0.0
2022-01-01,9.998428,106.094536,2022-01-01 03:16:00.616998400,419.447,0.0
2022-01-01,10.054022,106.14865,2022-01-01 03:16:00.418005248,420.36816,0.0
2022-01-01,9.9662895,106.08017,2022-01-01 03:16:00.896015104,419.6071,0.0
2022-01-01,10.097924,106.05932,2022-01-01 03:15:59.004011520,420.37454,0.0
2022-01-01,10.090193,106.046,2022-01-01 03:15:58.977015296,418.8795,0.0
2022-01-01,10.067157,106.00593,2022-01-01 03:15:58.896026112,419.41135,0.0
2022-01-01,10.117583,105.96879,2022-01-01 03:15:57.895991296,418.49567,0.0
2022-01-01,10.188529,106.04964,2022-01-01 03:15:57.751996672,419.00574,0.0
2022-01-01,10.180714,106.03638,2022-01-01 03:15:57.725000448,419.18637,0.0
2022-01-01,10.172927,106.023094,2022-01-01 03:15:57.698003968,418.66995,0.0
