date,latitude,longitude,time,xco2,xco2_quality_flag
2022-01-03,19.312542,103.881325,2022-01-03 06:29:29.587987712,418.76086,0.0
2022-01-03,20.885702,103.525215,2022-01-03 06:29:55.975010048,415.75583,0.0
2022-01-03,20.890442,103.5334,2022-01-03 06:29:56.363018496,419.2426,0.0
2022-01-03,20.88263,103.53976,2022-01-03 06:29:56.389008896,415.43286,0.0
2022-01-03,20.874786,103.546,2022-01-03 06:29:56.416005632,418.15588,0.0
2022-01-03,20.89498,103.541275,2022-01-03 06:29:56.749015040,418.37683,0.0
2022-01-03,20.974064,103.499504,2022-01-03 06:29:57.282023680,413.63705,0.0
2022-01-03,20.994167,103.49469,2022-01-03 06:29:57.614993152,417.91693,0.0
2022-01-03,20.986446,103.50131,2022-01-03 06:29:57.641989632,418.06897,0.0
2022-01-03,20.978754,103.50781,2022-01-03 06:29:57.668986112,417.24994,0.0
2022-01-03,21.006523,103.496506,2022-01-03 06:29:57.974999296,418.42874,0.0
2022-01-03,20.998825,103.503006,2022-01-03 06:29:58.001995520,419.81085,0.0
2022-01-03,20.991058,103.50945,2022-01-03 06:29:58.028992256,418.92184,0.0
2022-01-03,20.983242,103.515816,2022-01-03 06:29:58.055988480,417.8364,0.0
2022-01-03,20.975388,103.52208,2022-01-03 06:29:58.083025152,415.96344,0.0
2022-01-03,20.995441,103.51729,2022-01-03 06:29:58.415994624,418.4834,0.0
2022-01-03,21.081984,103.46881,2022-01-03 06:29:58.921000960,415.8443,0.0
2022-01-03,21.109701,103.45729,2022-01-03 06:29:59.228019968,415.51263,0.0
2022-01-03,21.129837,103.45252,2022-01-03 06:29:59.561995264,417.4129,0.0
2022-01-03,21.122267,103.45927,2022-01-03 06:29:59.588026112,416.65372,0.0
2022-01-03,21.142412,103.45456,2022-01-03 06:29:59.920995584,417.56915,0.0
2022-01-03,21.134825,103.46126,2022-01-03 06:29:59.947991808,417.7774,0.0
2022-01-03,21.1117,103.480934,2022-01-03 06:30:00.029021440,416.59055,0.0
2022-01-03,21.103907,103.487335,2022-01-03 06:30:00.056017920,415.89215,0.0
2022-01-03,21.139666,103.46984,2022-01-03 06:30:00.336000512,417.01187,0.0
2022-01-03,21.131922,103.476326,2022-01-03 06:30:00.362996736,418.56192,0.0
2022-01-03,21.124128,103.48273,2022-01-03 06:30:00.388987392,416.30637,0.0
2022-01-03,21.152142,103.47172,2022-01-03 06:30:00.696006400,416.91937,0.0
2022-01-03,21.14435,103.47812,2022-01-03 06:30:00.723002880,418.75143,0.0
2022-01-03,21.136518,103.48441,2022-01-03 06:30:00.748993280,416.78812,0.0
2022-01-03,21.21054,103.433846,2022-01-03 06:30:00.894999552,415.76224,0.0
2022-01-03,21.195364,103.44727,2022-01-03 06:30:00.948026624,417.48584,0.0
2022-01-03,21.156525,103.47957,2022-01-03 06:30:01.083009024,418.38663,0.0
2022-01-03,21.230503,103.42892,2022-01-03 06:30:01.228009216,415.65454,0.0
2022-01-03,21.22293,103.43566,2022-01-03 06:30:01.255005696,416.462,0.0
2022-01-03,21.207605,103.449005,2022-01-03 06:30:01.308998656,417.92184,0.0
2022-01-03,21.199913,103.45553,2022-01-03 06:30:01.335994880,417.12094,0.0
2022-01-03,21.192152,103.46199,2022-01-03 06:30:01.362991360,418.4897,0.0
2022-01-03,21.250452,103.423996,2022-01-03 06:30:01.562024704,416.98798,0.0
2022-01-03,21.204306,103.46347,2022-01-03 06:30:01.722997504,418.47925,0.0
2022-01-03,21.216667,103.46523,2022-01-03 06:30:02.083003648,418.99615,0.0
2022-01-03,21.267927,103.434944,2022-01-03 06:30:02.308993024,418.8017,0.0
2022-01-03,21.25253,103.44802,2022-01-03 06:30:02.363026176,418.51926,0.0
2022-01-05,10.40265,106.70389,2022-01-05 06:15:27.615004672,418.28513,0.0
2022-01-05,10.410553,106.70524,2022-01-05 06:15:27.975010816,418.3613,0.0
2022-01-05,10.407859,106.712074,2022-01-05 06:15:28.363019264,417.3996,0.0
2022-01-05,10.60292,106.66187,2022-01-05 06:15:31.669016064,418.03268,0.0
2022-01-05,11.51085,106.4231,2022-01-05 06:15:47.228014592,414.8082,0.0
2022-01-05,19.160551,104.44586,2022-01-05 06:18:06.614987264,417.37292,0.0
2022-01-05,19.148983,104.45315,2022-01-05 06:18:06.642023936,417.1658,0.0
2022-01-05,19.163656,104.45813,2022-01-05 06:18:07.363001856,418.37564,0.0
2022-01-05,19.170319,104.4602,2022-01-05 06:18:07.723007744,419.9932,0.0
2022-01-05,19.252483,104.40933,2022-01-05 06:18:07.895004416,417.96802,0.0
2022-01-05,19.270609,104.404236,2022-01-05 06:18:08.228014080,418.38672,0.0
2022-01-05,19.260723,104.41233,2022-01-05 06:18:08.255010560,418.32843,0.0
2022-01-05,19.289396,104.39955,2022-01-05 06:18:08.561989376,416.84384,0.0
2022-01-05,19.268291,104.415146,2022-01-05 06:18:08.615016704,418.1118,0.0
2022-01-05,19.257975,104.42304,2022-01-05 06:18:08.642013184,418.437,0.0
2022-01-05,19.29753,104.4026,2022-01-05 06:18:08.920989440,417.95383,0.0
2022-01-05,19.286354,104.41013,2022-01-05 06:18:08.948026112,416.76605,0.0
2022-01-05,19.275404,104.41774,2022-01-05 06:18:08.975022848,419.1118,0.0
2022-01-05,19.26528,104.425575,2022-01-05 06:18:09.002019072,416.5456,0.0
2022-01-05,19.327343,104.390335,2022-01-05 06:18:09.228008704,416.92657,0.0
2022-01-05,19.304964,104.40534,2022-01-05 06:18:09.282001408,417.1805,0.0
2022-01-05,19.293592,104.41275,2022-01-05 06:18:09.308998144,418.01227,0.0
2022-01-05,19.272018,104.4278,2022-01-05 06:18:09.362990848,418.57175,0.0
2022-01-05,19.345888,104.385414,2022-01-05 06:18:09.562024192,414.91354,0.0
2022-01-05,19.334625,104.392876,2022-01-05 06:18:09.588014848,417.59088,0.0
2022-01-05,19.323568,104.40045,2022-01-05 06:18:09.615011328,417.16483,0.0
2022-01-05,19.31203,104.40779,2022-01-05 06:18:09.642007552,416.4253,0.0
2022-01-05,19.30116,104.41529,2022-01-05 06:18:09.669004032,417.5888,0.0
2022-01-05,19.27898,104.43002,2022-01-05 06:18:09.722996992,418.38876,0.0
2022-01-05,19.352669,104.38772,2022-01-05 06:18:09.921024256,416.64694,0.0
2022-01-05,19.341887,104.39543,2022-01-05 06:18:09.948020992,416.60773,0.0
2022-01-05,19.331623,104.40336,2022-01-05 06:18:09.975017216,417.5051,0.0
2022-01-05,19.30927,104.41807,2022-01-05 06:18:10.029010176,416.5211,0.0
2022-01-05,19.297213,104.42498,2022-01-05 06:18:10.056006656,416.72308,0.0
2022-01-05,19.285925,104.4322,2022-01-05 06:18:10.083003136,418.32104,0.0
2022-01-05,19.37378,104.384,2022-01-05 06:18:10.254999552,418.42526,0.0
2022-01-05,19.349041,104.39796,2022-01-05 06:18:10.308992512,416.80447,0.0
2022-01-05,19.337818,104.40531,2022-01-05 06:18:10.335988992,417.28403,0.0
2022-01-05,19.31629,104.420364,2022-01-05 06:18:10.389016064,417.28815,0.0
2022-01-05,19.304888,104.427536,2022-01-05 06:18:10.416012800,417.63693,0.0
2022-01-05,19.390066,104.37812,2022-01-05 06:18:10.588009472,415.80624,0.0
2022-01-05,19.368343,104.39347,2022-01-05 06:18:10.642002176,418.00674,0.0
2022-01-05,19.356834,104.400696,2022-01-05 06:18:10.668998656,418.9777,0.0
2022-01-05,19.345482,104.40799,2022-01-05 06:18:10.695995136,416.9111,0.0
2022-01-05,19.334211,104.41527,2022-01-05 06:18:10.722991360,416.62274,0.0
2022-01-05,19.341858,104.417854,2022-01-05 06:18:11.082997504,416.97556,0.0
2022-01-05,19.371567,104.40574,2022-01-05 06:18:11.389010944,418.07214,0.0
2022-01-05,19.361128,104.413345,2022-01-05 06:18:11.416007168,418.03995,0.0
2022-01-05,19.390003,104.40085,2022-01-05 06:18:11.723026176,416.07132,0.0
2022-01-05,19.409164,104.396286,2022-01-05 06:18:12.055995648,417.07208,0.0
2022-01-05,19.437677,104.38359,2022-01-05 06:18:12.363014656,417.19388,0.0
2022-01-05,19.427124,104.39121,2022-01-05 06:18:12.389005312,416.7936,0.0
2022-01-05,19.601246,104.31557,2022-01-05 06:18:14.228021760,417.4621,0.0
2022-01-05,19.579268,104.330894,2022-01-05 06:18:14.282014720,417.9346,0.0
2022-01-05,19.619099,104.31038,2022-01-05 06:18:14.561997056,419.41638,0.0
2022-01-05,19.597136,104.32572,2022-01-05 06:18:14.615024384,416.809,0.0
2022-01-05,19.586504,104.33355,2022-01-05 06:18:14.642020608,418.77194,0.0
2022-01-05,19.637865,104.30561,2022-01-05 06:18:14.895006720,417.46613,0.0
2022-01-05,19.626219,104.31297,2022-01-05 06:18:14.920997376,417.99207,0.0
2022-01-05,19.644342,104.3079,2022-01-05 06:18:15.255012864,417.3256,0.0
2022-01-05,19.633343,104.31558,2022-01-05 06:18:15.282009088,416.7104,0.0
