date,latitude,longitude,time,xco2,xco2_quality_flag,rice_proportion_in_buffer,is_rice_influenced
2023-01-01,20.827170,106.102640,2023-01-01 02:01:43.568995072,421.420600,0.000000,0.370370,True
2023-01-01,20.814026,106.068630,2023-01-01 02:01:43.515002368,421.075600,0.000000,0.358025,True
2023-01-01,20.807455,106.051520,2023-01-01 02:01:43.488005632,421.901580,0.000000,0.469136,True
2023-01-01,20.800898,106.034360,2023-01-01 02:01:43.461009152,421.696930,0.000000,0.308642,True
2023-01-01,20.863020,106.139190,2023-01-01 02:01:43.317015040,421.024780,0.000000,0.382716,True
2023-01-01,20.843208,106.088585,2023-01-01 02:01:43.236025600,421.140380,0.000000,0.395062,True
2023-01-01,20.836640,106.071620,2023-01-01 02:01:43.208988928,421.337340,0.000000,0.370370,True
2023-01-01,20.879065,106.125150,2023-01-01 02:01:42.982999296,421.838130,0.000000,0.481481,True
2023-01-01,20.872463,106.108330,2023-01-01 02:01:42.956003072,421.691650,0.000000,0.506173,True
2023-01-01,20.865864,106.091440,2023-01-01 02:01:42.929006592,421.184020,0.000000,0.444444,True
2023-01-01,20.833754,106.119560,2023-01-01 02:01:43.595991296,421.850860,0.000000,0.481481,True
2023-01-01,20.852701,106.057510,2023-01-01 02:01:42.875013632,420.633600,0.000000,0.407407,True
2023-01-01,20.895086,106.110900,2023-01-01 02:01:42.649989632,421.416840,0.000000,0.543210,True
2023-01-01,20.888472,106.094086,2023-01-01 02:01:42.622993152,421.143950,0.000000,0.456790,True
2023-01-01,20.881860,106.077210,2023-01-01 02:01:42.595996928,421.623700,0.000000,0.358025,True
2023-01-01,20.868664,106.043290,2023-01-01 02:01:42.542004224,422.073180,0.000000,0.333333,True
2023-01-01,20.911154,106.096924,2023-01-01 02:01:42.317020416,421.343350,0.000000,0.333333,True
2023-01-01,20.897940,106.063255,2023-01-01 02:01:42.263027456,422.253600,0.000000,0.567901,True
2023-01-01,20.846128,106.040450,2023-01-01 02:01:42.848017152,422.016400,0.000000,0.444444,True
2023-01-01,20.846987,106.153260,2023-01-01 02:01:43.650024448,422.079930,0.000000,0.456790,True
2023-01-01,20.791416,106.065575,2023-01-01 02:01:43.821015296,421.332100,0.000000,0.407407,True
2023-01-01,20.814900,106.181340,2023-01-01 02:01:44.317009408,421.342220,0.000000,0.530864,True
2023-01-01,20.830970,106.167310,2023-01-01 02:01:43.982994176,421.811650,0.000000,0.345679,True
