system:index,COUNTRY,EVI,GID_0,NDVI,SAMPLE_1,file_date,image_date,sza,time,vza,xco2,xco2_qual,xco2_sigma,.geo
2020_01_01_00000000000000000000_0,Vietnam,3310,VNM,5394,3.0,2020/01/16,2020-01-01,37.950443,2020/01/16 06:13:54.255,0.41405305,410.80826,0.0,0.46279222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.82057692023373,11.47626746560577]}"
2020_01_01_00000000000000000001_0,Vietnam,2236,VNM,3086,3.0,2020/01/16,2020-01-01,37.937157,2020/01/16 06:13:54.336,0.10294125,411.75436,0.0,0.50787926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84117555324997,11.458281053760574]}"
2020_01_01_00000000000000000002_0,Vietnam,3165,VNM,4275,3.0,2020/01/16,2020-01-01,37.957195,2020/01/16 06:13:54.642,0.19504806,410.83652,0.0,0.47647566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.83322305576657,11.485260671528367]}"
2020_01_01_00000000000000000003_0,Vietnam,3165,VNM,4275,3.0,2020/01/16,2020-01-01,37.963753,2020/01/16 06:13:55.029,0.0898844,411.4687,0.0,0.48765805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.83322305576657,11.485260671528367]}"
2020_01_01_00000000000000000004_0,Vietnam,2864,VNM,4043,3.0,2020/01/16,2020-01-01,37.95443,2020/01/16 06:13:55.083,0.28473127,410.24347,0.0,0.50560164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84463979556371,11.467274259683172]}"
2020_01_01_00000000000000000005_0,Vietnam,2596,VNM,3547,3.0,2020/01/16,2020-01-01,37.969994,2020/01/16 06:13:55.416,0.2842092,410.76712,0.0,0.51241815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84587267933216,11.494253877450966]}"
2020_01_01_00000000000000000006_0,Vietnam,2598,VNM,4895,3.0,2020/01/16,2020-01-01,39.764206,2020/01/16 06:14:32.255,0.42585403,411.28357,0.0,0.50177044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.32318707105138,13.778528181790806]}"
2020_01_01_00000000000000000007_0,Vietnam,3460,VNM,5967,3.0,2020/01/16,2020-01-01,39.78036,2020/01/16 06:14:32.588,0.42782143,410.56738,0.0,0.55904263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.31301122164193,13.796514593636003]}"
2020_01_01_00000000000000000008_0,Vietnam,2740,VNM,5207,3.0,2020/01/16,2020-01-01,39.92465,2020/01/16 06:14:35.588,0.43330252,408.8294,0.0,0.56158483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.27662624485394,13.976378712087959]}"
2020_01_01_00000000000000000009_0,Vietnam,4784,VNM,7048,3.0,2020/01/16,2020-01-01,40.45052,2020/01/16 06:14:46.642,0.21927328,411.91025,0.0,0.5389424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.13356745331855,14.623889538515002]}"
2020_01_01_0000000000000000000a_0,Vietnam,3739,VNM,6685,3.0,2020/01/16,2020-01-01,40.47973,2020/01/16 06:14:46.895,0.5491754,411.33447,0.0,0.46656978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.11856360882487,14.668855568127992]}"
2020_01_01_0000000000000000000b_0,Vietnam,3653,VNM,7203,3.0,2020/01/16,2020-01-01,40.4668,2020/01/16 06:14:46.975,0.21945114,410.10004,0.0,0.47764733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.13313570213451,14.641875950360195]}"
2020_01_01_0000000000000000000c_0,Vietnam,4084,VNM,8564,3.0,2020/01/16,2020-01-01,40.62639,2020/01/16 06:14:49.895,0.55361545,412.12683,0.0,0.5521988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.077760397234,14.848719686579946]}"
2020_01_01_0000000000000000000d_0,Vietnam,4376,VNM,8117,3.0,2020/01/16,2020-01-01,40.75911,2020/01/16 06:14:52.975,0.21989578,412.15027,0.0,0.6171556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.05678823829919,15.010597393186705]}"
2020_01_01_0000000000000000000e_0,Vietnam,1352,VNM,3035,3.0,2020/01/16,2020-01-01,41.849316,2020/01/16 06:15:14.921,0.4342714,412.67178,0.0,0.53818256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74700730157188,16.35058507565378]}"
2020_01_01_0000000000000000000f_0,Vietnam,1966,VNM,3734,3.0,2020/01/16,2020-01-01,41.84503,2020/01/16 06:15:14.948,0.32408208,410.7932,0.0,0.54498065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75141902066088,16.34159186973118]}"
2020_01_01_00000000000000000010_0,Vietnam,3240,VNM,5411,3.0,2020/01/16,2020-01-01,41.84068,2020/01/16 06:15:14.975,0.21735784,411.38013,0.0,0.55194706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75583298821834,16.332598663808582]}"
2020_01_01_00000000000000000011_0,Vietnam,2648,VNM,4893,3.0,2020/01/16,2020-01-01,41.82269,2020/01/16 06:15:15.083,0.27267104,411.5937,0.0,0.55451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.7784584750749,16.30561904604079]}"
2020_01_01_00000000000000000012_0,Vietnam,480,VNM,1501,3.0,2020/01/16,2020-01-01,41.870167,2020/01/16 06:15:15.228,0.5458427,411.1382,0.0,0.5585415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.7337856337397,16.377564693421572]}"
2020_01_01_00000000000000000013_0,Vietnam,1323,VNM,2686,3.0,2020/01/16,2020-01-01,41.86596,2020/01/16 06:15:15.255,0.43480352,411.8386,0.0,0.56729156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73819060824866,16.368571487498972]}"
2020_01_01_00000000000000000014_0,Vietnam,1326,VNM,2783,3.0,2020/01/16,2020-01-01,41.861664,2020/01/16 06:15:15.282,0.32470787,411.2356,0.0,0.54627967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74756371848359,16.368571487498972]}"
2020_01_01_00000000000000000015_0,Vietnam,837,VNM,1990,3.0,2020/01/16,2020-01-01,41.857296,2020/01/16 06:15:15.309,0.21815544,411.94226,0.0,0.58584595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.7519705090591,16.35957828157638]}"
2020_01_01_00000000000000000016_0,Vietnam,477,VNM,1496,3.0,2020/01/16,2020-01-01,41.852905,2020/01/16 06:15:15.336,0.12591079,411.21338,0.0,0.60562325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75637954809858,16.35058507565378]}"
2020_01_01_00000000000000000017_0,Vietnam,951,VNM,2426,3.0,2020/01/16,2020-01-01,41.88247,2020/01/16 06:15:15.588,0.43497232,411.2063,0.0,0.578922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73435683617038,16.39555110526677]}"
2020_01_01_00000000000000000018_0,Vietnam,712,VNM,2002,3.0,2020/01/16,2020-01-01,41.878174,2020/01/16 06:15:15.615,0.3248999,410.42435,0.0,0.5725518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.738756882176,16.38655789934417]}"
2020_01_01_00000000000000000019_0,Vietnam,122,VNM,461,3.0,2020/01/16,2020-01-01,41.873806,2020/01/16 06:15:15.642,0.21838962,409.8029,0.0,0.56169486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74315917623485,16.377564693421572]}"
2020_01_01_0000000000000000001a_0,Vietnam,615,VNM,1657,3.0,2020/01/16,2020-01-01,41.869415,2020/01/16 06:15:15.669,0.12622564,411.48853,0.0,0.5508049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75693682871852,16.368571487498972]}"
2020_01_01_0000000000000000001b_0,Vietnam,762,VNM,2012,3.0,2020/01/16,2020-01-01,41.86494,2020/01/16 06:15:15.696,0.09867146,412.37735,0.0,0.6364638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.76134318730456,16.35957828157638]}"
2020_01_01_0000000000000000001c_0,Vietnam,1433,VNM,3450,3.0,2020/01/16,2020-01-01,41.855766,2020/01/16 06:15:15.749,0.27289274,410.4834,0.0,0.6322123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.77016265081805,16.34159186973118]}"
2020_01_01_0000000000000000001d_0,Vietnam,230,VNM,773,3.0,2020/01/16,2020-01-01,41.894688,2020/01/16 06:15:15.948,0.3250914,412.70505,0.0,0.6065625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73933387898265,16.404544311189365]}"
2020_01_01_0000000000000000001e_0,Vietnam,379,VNM,1126,3.0,2020/01/16,2020-01-01,41.89032,2020/01/16 06:15:15.975,0.21862416,412.3666,0.0,0.58332384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74373124399854,16.39555110526677]}"
2020_01_01_0000000000000000001f_0,Vietnam,99,VNM,674,3.0,2020/01/16,2020-01-01,41.872284,2020/01/16 06:15:16.083,0.27291185,409.3533,0.0,0.793281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.76630993895344,16.368571487498972]}"
2020_01_01_00000000000000000020_0,Vietnam,2259,VNM,4270,3.0,2020/01/16,2020-01-01,41.915524,2020/01/16 06:15:16.255,0.43533307,413.6822,0.0,0.5534616,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.72615527170218,16.43152392895716]}"
2020_01_01_00000000000000000021_0,Vietnam,718,VNM,1911,3.0,2020/01/16,2020-01-01,41.911243,2020/01/16 06:15:16.282,0.32536277,413.25247,0.0,0.56194174,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73054589297014,16.422530723034562]}"
2020_01_01_00000000000000000022_0,Vietnam,569,VNM,1495,3.0,2020/01/16,2020-01-01,41.90689,2020/01/16 06:15:16.309,0.2190702,412.47275,0.0,0.57269776,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73493876201844,16.413537517111962]}"
2020_01_01_00000000000000000023_0,Vietnam,610,VNM,1941,3.0,2020/01/16,2020-01-01,41.902515,2020/01/16 06:15:16.336,0.12742108,411.67273,0.0,0.6151363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74431403626339,16.413537517111962]}"
2020_01_01_00000000000000000024_0,Vietnam,1590,VNM,3867,3.0,2020/01/18,2020-01-01,38.45599,2020/01/18 06:03:00.282,30.162725,412.70743,0.0,0.3893904,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.20200761309142,13.796514593636003]}"
2020_01_01_00000000000000000025_0,Vietnam,2796,VNM,3846,3.0,2020/01/18,2020-01-01,38.464745,2020/01/18 06:03:00.642,30.233137,412.85367,0.0,0.416756,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.20621811634325,13.805507799558601]}"
2020_01_01_00000000000000000026_0,Vietnam,5418,VNM,7486,3.0,2020/01/18,2020-01-01,38.52182,2020/01/18 06:03:01.588,30.155195,414.52597,0.0,0.4054269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.17516553117034,13.877453446939382]}"
2020_01_01_00000000000000000027_0,Vietnam,4984,VNM,6951,3.0,2020/01/18,2020-01-01,38.51565,2020/01/18 06:03:01.615,30.213062,413.68564,0.0,0.38786906,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.18019664548254,13.868460241016786]}"
2020_01_01_00000000000000000028_0,Vietnam,5649,VNM,7745,3.0,2020/01/18,2020-01-01,38.517952,2020/01/18 06:03:02.002,30.34403,414.11066,0.0,0.37820363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.18945988814305,13.868460241016786]}"
2020_01_01_00000000000000000029_0,Vietnam,5287,VNM,7587,3.0,2020/01/18,2020-01-01,38.526447,2020/01/18 06:03:02.363,30.417114,414.2579,0.0,0.38375902,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.19369273469046,13.877453446939382]}"
2020_01_01_0000000000000000002a_0,Vietnam,5776,VNM,7968,3.0,2020/01/18,2020-01-01,38.51986,2020/01/18 06:03:02.389,30.478977,414.6109,0.0,0.39373124,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.19872313080356,13.868460241016786]}"
2020_01_01_0000000000000000002b_0,Vietnam,5400,VNM,7552,3.0,2020/01/18,2020-01-01,38.53494,2020/01/18 06:03:02.723,30.490385,414.35712,0.0,0.39676604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.19792859982105,13.88644665286198]}"
2020_01_01_0000000000000000002c_0,Vietnam,4533,VNM,6959,3.0,2020/01/18,2020-01-01,38.5911,2020/01/18 06:03:03.282,30.269558,413.94952,0.0,0.38081703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.15778949567598,13.958392300242764]}"
2020_01_01_0000000000000000002d_0,Vietnam,4649,VNM,8259,3.0,2020/01/18,2020-01-01,38.584778,2020/01/18 06:03:03.309,30.328487,414.65137,0.0,0.3799937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.16279883670835,13.949399094320166]}"
2020_01_01_0000000000000000002e_0,Vietnam,4296,VNM,7051,3.0,2020/01/18,2020-01-01,38.59577,2020/01/18 06:03:04.056,30.531796,413.45255,0.0,0.39018402,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.17632318604694,13.958392300242764]}"
2020_01_01_0000000000000000002f_0,Vietnam,5061,VNM,7749,3.0,2020/01/18,2020-01-01,38.73189,2020/01/18 06:03:07.056,30.63214,414.02383,0.0,0.4112349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.13292796615484,14.120270006849523]}"
2020_01_01_00000000000000000030_0,Vietnam,3708,VNM,5659,3.0,2020/01/18,2020-01-01,39.014275,2020/01/18 06:03:12.615,30.58849,413.0839,0.0,0.4190022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.02907410859578,14.479998243753437]}"
2020_01_01_00000000000000000031_0,Vietnam,4443,VNM,7164,3.0,2020/01/18,2020-01-01,39.02327,2020/01/18 06:03:12.975,30.657333,412.48685,0.0,0.43363884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.03349506275042,14.488991449676032]}"
2020_01_01_00000000000000000032_0,Vietnam,4312,VNM,6965,3.0,2020/01/18,2020-01-01,39.04953,2020/01/18 06:03:14.056,30.871586,413.07468,0.0,0.44551632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.0374864422601,14.515971067443829]}"
2020_01_01_00000000000000000033_0,Vietnam,4312,VNM,6965,3.0,2020/01/18,2020-01-01,39.057896,2020/01/18 06:03:14.416,30.946274,413.17126,0.0,0.46354917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.0374864422601,14.515971067443829]}"
2020_01_01_00000000000000000034_0,Vietnam,5365,VNM,7866,3.0,2020/01/18,2020-01-01,39.07972,2020/01/18 06:03:14.723,30.895058,413.78128,0.0,0.41114786,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.02736196474267,14.551943891134218]}"
2020_01_01_00000000000000000035_0,Vietnam,6151,VNM,7401,3.0,2020/01/18,2020-01-01,39.244267,2020/01/18 06:03:18.389,31.038244,413.69397,0.0,0.43413568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.9770365278743,14.74979442143137]}"
2020_01_01_00000000000000000036_0,Vietnam,4299,VNM,7426,3.0,2020/01/18,2020-01-01,39.25921,2020/01/18 06:03:18.723,31.051596,412.4346,0.0,0.43144086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.97674890400152,14.767780833276566]}"
2020_01_01_00000000000000000037_0,Vietnam,3300,VNM,5434,3.0,2020/01/18,2020-01-01,39.31267,2020/01/18 06:03:18.895,30.707464,412.54782,0.0,0.45813286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93371938308039,14.848719686579946]}"
2020_01_01_00000000000000000038_0,Vietnam,5192,VNM,7560,3.0,2020/01/18,2020-01-01,39.306515,2020/01/18 06:03:18.921,30.7641,413.51334,0.0,0.42483923,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93849129170151,14.839726480657347]}"
2020_01_01_00000000000000000039_0,Vietnam,3650,VNM,7151,3.0,2020/01/18,2020-01-01,39.308895,2020/01/18 06:03:19.309,30.89364,413.98355,0.0,0.43331337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.94326548721834,14.83073327473475]}"
2020_01_01_0000000000000000003a_0,Vietnam,3872,VNM,4420,3.0,2020/01/18,2020-01-01,39.2893,2020/01/18 06:03:19.389,31.076324,412.48904,0.0,0.4342501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.96690376637363,14.803753656966956]}"
2020_01_01_0000000000000000003b_0,Vietnam,2457,VNM,4286,3.0,2020/01/18,2020-01-01,39.33035,2020/01/18 06:03:19.615,30.846775,413.23193,0.0,0.42412338,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93348710269252,14.86670609842514]}"
2020_01_01_0000000000000000003c_0,Vietnam,2845,VNM,6454,3.0,2020/01/18,2020-01-01,39.31101,2020/01/18 06:03:19.696,31.026703,413.76752,0.0,0.43448922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.95256861542136,14.83073327473475]}"
2020_01_01_0000000000000000003d_0,Vietnam,2813,VNM,4881,3.0,2020/01/18,2020-01-01,39.345467,2020/01/18 06:03:19.948,30.858978,413.02673,0.0,0.42309818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.9332655195614,14.884692510270337]}"
2020_01_01_0000000000000000003e_0,Vietnam,2297,VNM,4644,3.0,2020/01/18,2020-01-01,39.33905,2020/01/18 06:03:19.975,30.918201,413.42468,0.0,0.4256767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93802750621607,14.875699304347739]}"
2020_01_01_0000000000000000003f_0,Vietnam,2537,VNM,4964,3.0,2020/01/18,2020-01-01,39.31943,2020/01/18 06:03:20.056,31.100891,413.3314,0.0,0.45395863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.95709832166321,14.839726480657347]}"
2020_01_01_00000000000000000040_0,Vietnam,1495,VNM,3371,3.0,2020/01/18,2020-01-01,39.312683,2020/01/18 06:03:20.083,31.163815,412.28854,0.0,0.5157216,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.96187174362439,14.83073327473475]}"
2020_01_01_00000000000000000041_0,Vietnam,3491,VNM,4538,3.0,2020/01/18,2020-01-01,39.372948,2020/01/18 06:03:20.228,30.756638,413.22968,0.0,0.44379717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.91424043643747,14.920665333960729]}"
2020_01_01_00000000000000000042_0,Vietnam,2580,VNM,3196,3.0,2020/01/18,2020-01-01,39.366802,2020/01/18 06:03:20.255,30.81326,413.89896,0.0,0.42486572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.91899327804879,14.91167212803813]}"
2020_01_01_00000000000000000043_0,Vietnam,1996,VNM,5000,3.0,2020/01/18,2020-01-01,39.360535,2020/01/18 06:03:20.282,30.871233,412.93463,0.0,0.42251128,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.92374840565518,14.902678922115532]}"
2020_01_01_00000000000000000044_0,Vietnam,4924,VNM,6886,3.0,2020/01/18,2020-01-01,39.3345,2020/01/18 06:03:20.389,31.113146,413.657,0.0,0.42587578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.94755833981743,14.857712892502544]}"
2020_01_01_00000000000000000045_0,Vietnam,3829,VNM,6439,3.0,2020/01/18,2020-01-01,39.38805,2020/01/18 06:03:20.562,30.768854,413.02927,0.0,0.4934743,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.90474161049325,14.938651745805922]}"
2020_01_01_00000000000000000046_0,Vietnam,1439,VNM,2497,3.0,2020/01/18,2020-01-01,39.381893,2020/01/18 06:03:20.588,30.825485,411.32718,0.0,0.480536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.90948988064446,14.929658539883327]}"
2020_01_01_00000000000000000047_0,Vietnam,2813,VNM,4881,3.0,2020/01/18,2020-01-01,39.356266,2020/01/18 06:03:20.696,31.063265,413.35934,0.0,0.44054568,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.9332655195614,14.884692510270337]}"
2020_01_01_00000000000000000048_0,Vietnam,2088,VNM,3000,3.0,2020/01/18,2020-01-01,39.34963,2020/01/18 06:03:20.723,31.125153,412.36057,0.0,0.44853777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.94733257092265,14.875699304347739]}"
2020_01_01_00000000000000000049_0,Vietnam,2921,VNM,4454,3.0,2020/01/18,2020-01-01,39.34285,2020/01/18 06:03:20.749,31.188065,412.07355,0.0,0.4549878,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.95209645645826,14.86670609842514]}"
2020_01_01_0000000000000000004a_0,Vietnam,1571,VNM,4838,3.0,2020/01/18,2020-01-01,39.403206,2020/01/18 06:03:20.895,30.78055,412.62283,0.0,0.4540937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.90456049330963,14.956638157651119]}"
2020_01_01_0000000000000000004b_0,Vietnam,1225,VNM,2056,3.0,2020/01/18,2020-01-01,39.39079,2020/01/18 06:03:20.948,30.895067,412.7135,0.0,0.4789769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.91404939729333,14.938651745805922]}"
2020_01_01_0000000000000000004c_0,Vietnam,2795,VNM,5980,3.0,2020/01/18,2020-01-01,39.371433,2020/01/18 06:03:21.029,31.07489,412.4084,0.0,0.51052296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93305463540263,14.902678922115532]}"
2020_01_01_0000000000000000004d_0,Vietnam,3556,VNM,6000,3.0,2020/01/18,2020-01-01,39.36479,2020/01/18 06:03:21.056,31.136782,412.20212,0.0,0.44751567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.93781166057244,14.893685716192936]}"
2020_01_01_0000000000000000004e_0,Vietnam,2368,VNM,3660,3.0,2020/01/18,2020-01-01,39.358044,2020/01/18 06:03:21.083,31.199665,412.72507,0.0,0.45770875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.9425709723533,14.884692510270337]}"
2020_01_01_0000000000000000004f_0,Vietnam,2417,VNM,3944,3.0,2020/01/18,2020-01-01,39.412254,2020/01/18 06:03:21.255,30.84872,412.82755,0.0,0.4391199,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.89981946946963,14.965631363573719]}"
2020_01_01_00000000000000000050_0,Vietnam,2688,VNM,3689,3.0,2020/01/18,2020-01-01,39.433563,2020/01/18 06:03:21.562,30.803757,412.24515,0.0,0.51195264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.89492023869191,14.99261098134151]}"
2020_01_01_00000000000000000051_0,Vietnam,2180,VNM,5912,3.0,2020/01/18,2020-01-01,39.421234,2020/01/18 06:03:21.615,30.918226,412.70944,0.0,0.43369573,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.90439007887429,14.974624569496314]}"
2020_01_01_00000000000000000052_0,Vietnam,2087,VNM,3722,3.0,2020/01/18,2020-01-01,39.466316,2020/01/18 06:03:22.615,30.956312,413.31268,0.0,0.4905266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.89463137174664,15.028583805031902]}"
2020_01_01_00000000000000000053_0,Vietnam,3788,VNM,5380,3.0,2020/01/18,2020-01-01,39.493904,2020/01/18 06:03:22.895,30.853384,412.86176,0.0,0.48405063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.8757588006121,15.064556628722293]}"
2020_01_01_00000000000000000054_0,Vietnam,963,VNM,1583,3.0,2020/01/18,2020-01-01,39.50911,2020/01/18 06:03:23.228,30.864965,411.91537,0.0,0.4977976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.8663362201956,15.08254304056749]}"
2020_01_01_00000000000000000055_0,Vietnam,3681,VNM,5438,3.0,2020/01/18,2020-01-01,39.47727,2020/01/18 06:03:23.363,31.159452,412.6029,0.0,0.4669441,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.89922189256052,15.0375770109545]}"
2020_01_01_00000000000000000056_0,Vietnam,2607,VNM,4760,3.0,2020/01/18,2020-01-01,39.524303,2020/01/18 06:03:23.562,30.876558,412.56125,0.0,0.51473933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.866237620164,15.100529452412683]}"
2020_01_01_00000000000000000057_0,Vietnam,2596,VNM,4621,3.0,2020/01/18,2020-01-01,39.49248,2020/01/18 06:03:23.696,31.170826,412.87396,0.0,0.5103065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.89909926921948,15.055563422799695]}"
2020_01_01_00000000000000000058_0,Vietnam,3522,VNM,6285,3.0,2020/01/18,2020-01-01,39.533478,2020/01/18 06:03:23.921,30.94389,412.81308,0.0,0.45869917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.8615347172343,15.109522658335282]}"
2020_01_01_00000000000000000059_0,Vietnam,2362,VNM,3400,3.0,2020/01/18,2020-01-01,39.514324,2020/01/18 06:03:24.002,31.120655,412.3736,0.0,0.44039688,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.88496433411092,15.08254304056749]}"
2020_01_01_0000000000000000005a_0,Vietnam,1818,VNM,3865,3.0,2020/01/18,2020-01-01,39.50111,2020/01/18 06:03:24.056,31.243416,412.76056,0.0,0.5014403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.90369860915166,15.064556628722293]}"
2020_01_01_0000000000000000005b_0,Vietnam,3816,VNM,6379,3.0,2020/01/18,2020-01-01,39.54247,2020/01/18 06:03:24.282,31.012531,412.98227,0.0,0.4467349,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.86614973278714,15.118515864257882]}"
2020_01_01_0000000000000000005c_0,Vietnam,2975,VNM,6130,3.0,2020/01/18,2020-01-01,39.538372,2020/01/18 06:03:24.696,31.203194,412.53867,0.0,0.48926926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.8801651974253,15.109522658335282]}"
2020_01_01_0000000000000000005d_0,Vietnam,4426,VNM,7925,3.0,2020/01/18,2020-01-01,39.688217,2020/01/18 06:03:27.642,31.187672,413.80975,0.0,0.470528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.82856609787726,15.298379982709836]}"
2020_01_01_0000000000000000005e_0,Vietnam,5392,VNM,7488,3.0,2020/01/18,2020-01-01,39.681767,2020/01/18 06:03:27.669,31.24738,413.27347,0.0,0.47219682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.82854995969275,15.28039357086464]}"
2020_01_01_0000000000000000005f_0,Vietnam,3396,VNM,5340,3.0,2020/01/18,2020-01-01,39.74922,2020/01/18 06:03:28.975,31.233225,411.48145,0.0,0.5167913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.81008435484136,15.370325630090619]}"
2020_01_01_00000000000000000060_0,Vietnam,3296,VNM,6758,3.0,2020/01/18,2020-01-01,39.783375,2020/01/18 06:03:30.416,31.526167,412.22894,0.0,0.50904536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.8148546667426,15.39730524785841]}"
2020_01_01_00000000000000000061_0,Vietnam,1914,VNM,3530,3.0,2020/01/30,2020-01-01,33.22467,2020/01/30 06:25:51.255,0.40445456,415.88016,0.0,0.69548565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.1635848297683,9.398836897485678]}"
2020_01_01_00000000000000000062_0,Vietnam,3923,VNM,5428,3.0,2020/01/30,2020-01-01,33.28962,2020/01/30 06:25:52.975,0.17873229,412.2238,0.0,0.6734831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.15205029355813,9.479775750789058]}"
2020_01_01_00000000000000000063_0,Vietnam,6061,VNM,7463,3.0,2020/01/30,2020-01-01,33.30063,2020/01/30 06:25:53.749,0.2960181,414.45505,0.0,0.6369126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.16395180563762,9.488768956711656]}"
