system:index,COUNTRY,EVI,GID_0,NDVI,SAMPLE_1,file_date,image_date,sza,time,vza,xco2,xco2_qual,xco2_sigma,.geo
2020_03_21_000000000000000001f8_0,Vietnam,894,VNM,886,3.0,2020/09/05,2020-03-21,23.295938,2020/09/05 06:11:08.669,18.301184,407.83368,0.0,0.5415287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.35293904311136,20.244198253314835]}"
2020_03_21_000000000000000001f9_0,Vietnam,3681,VNM,6081,3.0,2020/09/30,2020-03-21,28.515945,2020/09/30 06:03:39.389,22.585976,411.1171,0.0,0.47376457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.71179575138112,15.252968966273054]}"
2020_03_21_000000000000000001fa_0,Vietnam,4975,VNM,7171,3.0,2020/09/30,2020-03-21,28.587694,2020/09/30 06:03:40.562,22.266397,412.3212,0.0,0.40287682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.67933377394351,15.387867055112023]}"
2020_03_21_000000000000000001fb_0,Vietnam,4804,VNM,6901,3.0,2020/09/30,2020-03-21,28.59177,2020/09/30 06:03:42.416,22.707598,412.2477,0.0,0.394391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.67007273135077,15.405853466957216]}"
2020_03_21_000000000000000001fc_0,Vietnam,3025,VNM,5022,3.0,2020/10/23,2020-03-21,41.014603,2020/10/23 06:11:01.895,0.58358604,413.50238,0.0,0.5820431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.9832605055217,21.53022670024632]}"
2020_03_21_000000000000000001fd_0,Vietnam,3025,VNM,5022,3.0,2020/10/23,2020-03-21,41.019386,2020/10/23 06:11:02.282,0.36111593,413.68942,0.0,0.57131726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.9832605055217,21.53022670024632]}"
2020_03_21_000000000000000001fe_0,Vietnam,591,VNM,570,3.0,2020/11/08,2020-03-21,42.961292,2020/11/08 06:11:24.895,33.540657,411.23776,0.0,0.6365697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.3586829725397,20.262184665160028]}"
2020_03_21_000000000000000001ff_0,Vietnam,2811,VNM,4563,3.0,2020/11/08,2020-03-21,43.619205,2020/11/08 06:11:42.056,34.445927,414.433,0.0,0.78810483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.1373428915241,21.13452563965202]}"
2020_03_21_00000000000000000200_0,Vietnam,2718,VNM,3777,3.0,2020/11/08,2020-03-21,43.703228,2020/11/08 06:11:42.895,34.119328,412.79602,0.0,0.61122286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.08546586566705,21.251437316645788]}"
2020_03_21_00000000000000000201_0,Vietnam,3201,VNM,4322,3.0,2020/11/08,2020-03-21,43.70322,2020/11/08 06:11:43.282,34.245525,414.54507,0.0,0.5634202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.09511524090816,21.251437316645788]}"
2020_03_21_00000000000000000202_0,Vietnam,2966,VNM,4880,3.0,2020/11/08,2020-03-21,43.666874,2020/11/08 06:11:43.416,34.55225,413.06778,0.0,0.61613554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.1178071252887,21.188484875187605]}"
2020_03_21_00000000000000000203_0,Vietnam,3438,VNM,6287,3.0,2020/11/08,2020-03-21,43.710083,2020/11/08 06:11:43.642,34.315575,413.42358,0.0,0.5460356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.09188232060102,21.260430522568388]}"
2020_03_21_00000000000000000204_0,Vietnam,2719,VNM,3640,3.0,2020/11/08,2020-03-21,43.703022,2020/11/08 06:11:43.669,34.375683,414.02197,0.0,0.6400577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.09835035558926,21.24244411072319]}"
2020_03_21_00000000000000000205_0,Vietnam,3546,VNM,4865,3.0,2020/11/08,2020-03-21,43.68077,2020/11/08 06:11:43.749,34.56274,414.31567,0.0,0.7299676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.11131275796455,21.206471287032798]}"
2020_03_21_00000000000000000206_0,Vietnam,3576,VNM,6888,3.0,2020/11/08,2020-03-21,43.83395,2020/11/08 06:11:46.255,34.2854,410.78323,0.0,0.53955877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.03406499998356,21.422308229175147]}"
2020_03_21_00000000000000000207_0,Vietnam,4236,VNM,7205,3.0,2020/11/08,2020-03-21,43.868656,2020/11/08 06:11:47.282,34.37475,413.8064,0.0,0.57267785,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.02779441695196,21.467274258788134]}"
2020_03_21_00000000000000000208_0,Vietnam,3430,VNM,6355,3.0,2020/11/08,2020-03-21,43.896183,2020/11/08 06:11:47.562,34.270317,414.37866,0.0,0.79336023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.01191808316625,21.512240288401124]}"
2020_03_21_00000000000000000209_0,Vietnam,3451,VNM,6241,3.0,2020/11/08,2020-03-21,43.881985,2020/11/08 06:11:48.002,34.51702,412.6327,0.0,0.5947822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.03110209364637,21.48526067063333]}"
2020_03_21_0000000000000000020a_0,Vietnam,3586,VNM,6353,3.0,2020/11/08,2020-03-21,43.87473,2020/11/08 06:11:48.029,34.5784,413.3105,0.0,0.7595184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.04394315634988,21.476267464710734]}"
2020_03_21_0000000000000000020b_0,Vietnam,3452,VNM,6584,3.0,2020/11/08,2020-03-21,43.923767,2020/11/08 06:11:48.228,34.292442,412.7227,0.0,0.7060275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.9992565250435,21.548213112091517]}"
2020_03_21_0000000000000000020c_0,Vietnam,3162,VNM,5780,3.0,2020/11/08,2020-03-21,43.873775,2020/11/08 06:11:48.416,34.714783,413.69556,0.0,0.78951025,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.04712161963317,21.467274258788134]}"
2020_03_21_0000000000000000020d_0,Vietnam,3505,VNM,6705,3.0,2020/11/08,2020-03-21,43.923855,2020/11/08 06:11:48.615,34.41882,413.73273,0.0,0.60547936,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.00241862211261,21.539219906168917]}"
2020_03_21_0000000000000000020e_0,Vietnam,3561,VNM,6849,3.0,2020/11/08,2020-03-21,43.916748,2020/11/08 06:11:48.642,34.478497,414.43454,0.0,0.6064708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.01525069855276,21.53022670024632]}"
2020_03_21_0000000000000000020f_0,Vietnam,3823,VNM,6677,3.0,2020/11/08,2020-03-21,43.887474,2020/11/08 06:11:48.749,34.725742,412.83444,0.0,0.76745164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.04076688858335,21.48526067063333]}"
2020_03_21_00000000000000000210_0,Vietnam,3330,VNM,6375,3.0,2020/11/08,2020-03-21,43.923485,2020/11/08 06:11:49.002,34.549496,414.06332,0.0,0.7022896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.01208700532689,21.539219906168917]}"
2020_03_21_00000000000000000211_0,Vietnam,3617,VNM,6696,3.0,2020/11/08,2020-03-21,43.916183,2020/11/08 06:11:49.029,34.610973,414.11508,0.0,0.7687242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.02491848294028,21.53022670024632]}"
2020_03_21_00000000000000000212_0,Vietnam,2850,VNM,5681,3.0,2020/11/08,2020-03-21,43.937183,2020/11/08 06:11:49.336,34.56116,414.05676,0.0,0.5228852,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.01543578658206,21.557206318014114]}"
2020_03_21_00000000000000000213_0,Vietnam,3561,VNM,6849,3.0,2020/11/08,2020-03-21,43.922527,2020/11/08 06:11:49.389,34.685017,414.11685,0.0,0.7564989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.01525069855276,21.53022670024632]}"
2020_03_21_00000000000000000214_0,Vietnam,3643,VNM,6565,3.0,2020/11/08,2020-03-21,43.936256,2020/11/08 06:11:49.723,34.69666,413.99088,0.0,0.72337073,"{""geodesic"":false,""type"":""Point"",""coordinates"":[105.01859448975034,21.548213112091517]}"
2020_03_21_00000000000000000215_0,Vietnam,723,VNM,715,3.0,2020/11/08,2020-03-21,44.006493,2020/11/08 06:11:50.228,34.359768,413.12622,0.0,0.78154594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.9711587707446,21.65613158316269]}"
2020_03_21_00000000000000000216_0,Vietnam,784,VNM,774,3.0,2020/11/08,2020-03-21,43.97857,2020/11/08 06:11:50.336,34.59518,413.59085,0.0,0.6835755,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.9965296764776,21.611165553549704]}"
2020_03_21_00000000000000000217_0,Vietnam,885,VNM,907,3.0,2020/11/08,2020-03-21,44.26358,2020/11/08 06:11:56.588,34.620132,414.769,0.0,0.5256835,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.88274802111518,21.997873408221405]}"
2020_03_21_00000000000000000218_0,Vietnam,885,VNM,907,3.0,2020/11/08,2020-03-21,44.27041,2020/11/08 06:11:56.948,34.690163,413.979,0.0,0.5399912,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.88274802111518,21.997873408221405]}"
2020_03_21_00000000000000000219_0,Vietnam,2355,VNM,2172,3.0,2020/11/08,2020-03-21,44.26255,2020/11/08 06:11:57.363,34.883766,413.89624,0.0,0.7056892,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.88884994757898,21.979886996376212]}"
2020_03_21_0000000000000000021a_0,Vietnam,2921,VNM,3137,3.0,2020/11/08,2020-03-21,44.289997,2020/11/08 06:11:58.029,34.907642,412.45126,0.0,0.6533645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.87665488397295,22.015859820066602]}"
2020_03_21_0000000000000000021b_0,Vietnam,2081,VNM,3983,3.0,2020/11/08,2020-03-21,44.346462,2020/11/08 06:11:58.588,34.689217,413.8487,0.0,0.688694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.84632104639446,22.10579187929258]}"
2020_03_21_0000000000000000021c_0,Vietnam,2542,VNM,4169,3.0,2020/11/08,2020-03-21,44.367218,2020/11/08 06:11:59.282,34.769577,414.2349,0.0,0.76712894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.84028065023159,22.123778291137775]}"
2020_03_21_0000000000000000021d_0,Vietnam,5398,VNM,8391,3.0,2020/11/08,2020-03-21,44.38117,2020/11/08 06:11:59.615,34.780434,412.8694,0.0,0.6135079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.84094638028401,22.150757908905568]}"
2020_03_21_0000000000000000021e_0,Vietnam,910,VNM,904,3.0,2020/11/08,2020-03-21,44.359646,2020/11/08 06:11:59.696,34.96188,412.6844,0.0,0.56055754,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.86271447307942,22.11478508521518]}"
2020_03_21_0000000000000000021f_0,Vietnam,3639,VNM,6555,3.0,2020/11/08,2020-03-21,44.38071,2020/11/08 06:12:00.002,34.911446,411.85025,0.0,0.56661355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.84395826584242,22.14176470298297]}"
2020_03_21_00000000000000000220_0,Vietnam,3224,VNM,5554,3.0,2020/11/08,2020-03-21,44.373543,2020/11/08 06:12:00.029,34.972736,413.20752,0.0,0.5757638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.85668095031816,22.132771497060375]}"
2020_03_21_00000000000000000221_0,Vietnam,4843,VNM,7502,3.0,2020/11/08,2020-03-21,44.387493,2020/11/08 06:12:00.363,34.98295,412.68015,0.0,0.5842605,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.85065622128334,22.150757908905568]}"
2020_03_21_00000000000000000222_0,Vietnam,5302,VNM,8545,3.0,2020/11/08,2020-03-21,44.46504,2020/11/08 06:12:01.228,34.71663,414.2942,0.0,0.5490518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.79525791240606,22.25867637997674]}"
2020_03_21_00000000000000000223_0,Vietnam,2689,VNM,5049,3.0,2020/11/08,2020-03-21,44.457855,2020/11/08 06:12:01.642,34.9029,412.46915,0.0,0.5811236,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.81094843030958,22.240689968131548]}"
2020_03_21_00000000000000000224_0,Vietnam,896,VNM,889,3.0,2020/11/08,2020-03-21,44.45736,2020/11/08 06:12:02.029,35.035225,412.93283,0.0,0.6154258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.82066449157682,22.240689968131548]}"
2020_03_21_00000000000000000225_0,Vietnam,4602,VNM,8088,3.0,2020/11/08,2020-03-21,44.52078,2020/11/08 06:12:02.562,34.7589,413.7574,0.0,0.75123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.77144802036796,22.330622027357524]}"
2020_03_21_00000000000000000226_0,Vietnam,4477,VNM,7654,3.0,2020/11/08,2020-03-21,44.534664,2020/11/08 06:12:02.895,34.769375,414.13718,0.0,0.5802582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.76551753251884,22.34860843920272]}"
2020_03_21_00000000000000000227_0,Vietnam,883,VNM,921,3.0,2020/11/08,2020-03-21,44.499355,2020/11/08 06:12:03.029,35.06618,413.58072,0.0,0.7193866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.80277499638831,22.294649203667134]}"
2020_03_21_00000000000000000228_0,Vietnam,4156,VNM,7596,3.0,2020/11/08,2020-03-21,44.69685,2020/11/08 06:12:07.696,35.213543,414.6554,0.0,0.7702091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.72716337800259,22.55545217542247]}"
2020_03_21_00000000000000000229_0,Vietnam,3083,VNM,5386,3.0,2020/11/13,2020-03-21,45.98953,2020/11/13 06:29:14.363,0.09859186,414.03732,0.0,0.47576687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.51718248937549,20.981641138967856]}"
2020_03_21_0000000000000000022a_0,Vietnam,3310,VNM,5844,3.0,2020/11/13,2020-03-21,45.99514,2020/11/13 06:29:14.749,0.24115214,414.03967,0.0,0.48103175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.52341525364434,20.990634344890452]}"
2020_03_21_0000000000000000022b_0,Vietnam,2226,VNM,4132,3.0,2020/11/13,2020-03-21,46.159546,2020/11/13 06:29:18.002,0.15242118,413.57513,0.0,0.43797496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.45842817280518,21.215464492955398]}"
2020_03_21_0000000000000000022c_0,Vietnam,3017,VNM,5316,3.0,2020/11/13,2020-03-21,46.154938,2020/11/13 06:29:18.029,0.09852297,414.04367,0.0,0.4943246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.46177255097776,21.206471287032798]}"
2020_03_21_0000000000000000022d_0,Vietnam,3445,VNM,6476,3.0,2020/11/13,2020-03-21,46.403038,2020/11/13 06:29:22.895,0.5747736,412.67368,0.0,0.48993656,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.36519850731591,21.548213112091517]}"
2020_03_21_0000000000000000022e_0,Vietnam,4392,VNM,7571,3.0,2020/11/13,2020-03-21,46.4139,2020/11/13 06:29:23.255,0.46391103,412.9092,0.0,0.4726574,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.36193729791403,21.557206318014114]}"
2020_03_21_0000000000000000022f_0,Vietnam,3991,VNM,7192,3.0,2020/11/13,2020-03-21,46.429077,2020/11/13 06:29:23.588,0.46431625,412.0762,0.0,0.49151027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.35542130566236,21.575192729859307]}"
2020_03_21_00000000000000000230_0,Vietnam,3037,VNM,5859,3.0,2020/11/13,2020-03-21,46.48711,2020/11/13 06:29:25.363,0.09624085,413.5637,0.0,0.45742258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.35846980466056,21.647138377240093]}"
2020_03_21_00000000000000000231_0,Vietnam,2526,VNM,4134,3.0,2020/11/13,2020-03-21,46.553513,2020/11/13 06:29:27.083,0.23364586,413.628,0.0,0.50644326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.3391054588496,21.72807723054347]}"
2020_03_21_00000000000000000232_0,Vietnam,2054,VNM,3529,3.0,2020/11/13,2020-03-21,46.58396,2020/11/13 06:29:27.749,0.23157464,411.9419,0.0,0.47580123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.33273124358129,21.77304326015646]}"
2020_03_21_00000000000000000233_0,Vietnam,3010,VNM,5837,3.0,2020/12/03,2020-03-21,40.54542,2020/12/03 06:02:51.029,32.027386,412.31784,0.0,0.4813262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.10576749629912,11.943469186757055]}"
2020_03_21_00000000000000000234_0,Vietnam,1029,VNM,1611,3.0,2020/12/03,2020-03-21,47.4004,2020/12/03 06:05:29.562,36.986767,414.73218,0.0,0.7650862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.75431301433966,20.738824579057717]}"
2020_03_21_00000000000000000235_0,Vietnam,674,VNM,689,3.0,2020/12/03,2020-03-21,47.458813,2020/12/03 06:05:31.669,37.295616,416.86282,0.0,0.63242924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.75070695378989,20.8017770205159]}"
2020_03_21_00000000000000000236_0,Vietnam,4000,VNM,6805,3.0,2020/12/03,2020-03-21,47.844723,2020/12/03 06:05:39.562,37.32212,414.56677,0.0,0.77928644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.59751893883468,21.28741014033618]}"
2020_03_21_00000000000000000237_0,Vietnam,4620,VNM,6773,3.0,2020/12/03,2020-03-21,47.940746,2020/12/03 06:05:41.921,37.46181,415.06393,0.0,0.84367913,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.5600896333194,21.395328611407354]}"
2020_03_21_00000000000000000238_0,Vietnam,543,VNM,536,3.0,2020/12/03,2020-03-21,47.969917,2020/12/03 06:05:42.975,37.617203,414.70895,0.0,0.72721237,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.56700741819111,21.431301435097744]}"
2020_03_21_00000000000000000239_0,Vietnam,5150,VNM,7787,3.0,2020/12/03,2020-03-21,48.007626,2020/12/03 06:05:43.228,37.450993,413.90714,0.0,0.7566748,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.53881010381528,21.48526067063333]}"
2020_03_21_0000000000000000023a_0,Vietnam,2642,VNM,4903,3.0,2020/12/15,2020-03-21,49.396854,2020/12/15 06:29:20.921,0.4490624,413.97476,0.0,0.4759147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.40981274158234,21.24244411072319]}"
2020_03_21_0000000000000000023b_0,Vietnam,3541,VNM,6051,3.0,2020/12/15,2020-03-21,49.528553,2020/12/15 06:29:23.588,0.4451951,413.99692,0.0,0.53431106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.36937202818423,21.40432181732995]}"
2020_03_21_0000000000000000023c_0,Vietnam,4031,VNM,7096,3.0,2020/12/15,2020-03-21,49.648727,2020/12/15 06:29:26.336,0.14645831,414.0421,0.0,0.5025283,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.35552952496249,21.548213112091517]}"
2020_03_21_0000000000000000023d_0,Vietnam,4392,VNM,7571,3.0,2020/12/15,2020-03-21,49.668343,2020/12/15 06:29:27.083,0.25809827,412.19974,0.0,0.5395681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.36193729791403,21.557206318014114]}"
2020_04_06_00000000000000000000_0,Vietnam,2008,VNM,2670,3.0,2020/01/16,2020-04-06,37.950443,2020/01/16 06:13:54.255,0.41405305,410.80826,0.0,0.46279222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.82040533991498,11.47582247878197]}"
2020_04_06_00000000000000000001_0,Vietnam,2040,VNM,2802,3.0,2020/01/16,2020-04-06,37.937157,2020/01/16 06:13:54.336,0.10294125,411.75436,0.0,0.50787926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84100421673449,11.457836066936775]}"
2020_04_06_00000000000000000002_0,Vietnam,2486,VNM,3396,3.0,2020/01/16,2020-04-06,37.957195,2020/01/16 06:13:54.642,0.19504806,410.83652,0.0,0.47647566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.8330513173644,11.484815684704568]}"
2020_04_06_00000000000000000003_0,Vietnam,2486,VNM,3396,3.0,2020/01/16,2020-04-06,37.963753,2020/01/16 06:13:55.029,0.0898844,411.4687,0.0,0.48765805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.8330513173644,11.484815684704568]}"
2020_04_06_00000000000000000004_0,Vietnam,2015,VNM,2730,3.0,2020/01/16,2020-04-06,37.95443,2020/01/16 06:13:55.083,0.28473127,410.24347,0.0,0.50560164,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84446831545404,11.466829272859373]}"
2020_04_06_00000000000000000005_0,Vietnam,2029,VNM,2845,3.0,2020/01/16,2020-04-06,37.969994,2020/01/16 06:13:55.416,0.2842092,410.76712,0.0,0.51241815,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.84570078280011,11.493808890627164]}"
2020_04_06_00000000000000000006_0,Vietnam,1658,VNM,3134,3.0,2020/01/16,2020-04-06,39.764206,2020/01/16 06:14:32.255,0.42585403,411.28357,0.0,0.50177044,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.32298076822929,13.778083194967007]}"
2020_04_06_00000000000000000007_0,Vietnam,2772,VNM,4708,3.0,2020/01/16,2020-04-06,39.78036,2020/01/16 06:14:32.588,0.42782143,410.56738,0.0,0.55904263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.31280465822415,13.796069606812203]}"
2020_04_06_00000000000000000008_0,Vietnam,3133,VNM,5000,3.0,2020/01/16,2020-04-06,39.92465,2020/01/16 06:14:35.588,0.43330252,408.8294,0.0,0.56158483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.27641694962493,13.975933725264158]}"
2020_04_06_00000000000000000009_0,Vietnam,4984,VNM,7011,3.0,2020/01/16,2020-04-06,40.45052,2020/01/16 06:14:46.642,0.21927328,411.91025,0.0,0.5389424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.13334832692279,14.62344455169121]}"
2020_04_06_0000000000000000000a_0,Vietnam,4188,VNM,6687,3.0,2020/01/16,2020-04-06,40.47973,2020/01/16 06:14:46.895,0.5491754,411.33447,0.0,0.46656978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.11834380882378,14.6684105813042]}"
2020_04_06_0000000000000000000b_0,Vietnam,4496,VNM,6552,3.0,2020/01/16,2020-04-06,40.4668,2020/01/16 06:14:46.975,0.21945114,410.10004,0.0,0.47764733,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.13735196306163,14.650424169459]}"
2020_04_06_0000000000000000000c_0,Vietnam,5200,VNM,8200,3.0,2020/01/16,2020-04-06,40.62639,2020/01/16 06:14:49.895,0.55361545,412.12683,0.0,0.5521988,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.0775378623053,14.848274699756153]}"
2020_04_06_0000000000000000000d_0,Vietnam,4913,VNM,7804,3.0,2020/01/16,2020-04-06,40.75911,2020/01/16 06:14:52.975,0.21989578,412.15027,0.0,0.6171556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[108.05656320694317,15.010152406362915]}"
2020_04_06_0000000000000000000e_0,Vietnam,4590,VNM,6389,3.0,2020/01/16,2020-04-06,41.849316,2020/01/16 06:15:14.921,0.4342714,412.67178,0.0,0.53818256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74676180120612,16.350140088829985]}"
2020_04_06_0000000000000000000f_0,Vietnam,3605,VNM,5417,3.0,2020/01/16,2020-04-06,41.84503,2020/01/16 06:15:14.948,0.32408208,410.7932,0.0,0.54498065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75117365289438,16.341146882907392]}"
2020_04_06_00000000000000000010_0,Vietnam,3619,VNM,5502,3.0,2020/01/16,2020-04-06,41.84068,2020/01/16 06:15:14.975,0.21735784,411.38013,0.0,0.55194706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75558775304455,16.33215367698479]}"
2020_04_06_00000000000000000011_0,Vietnam,3917,VNM,6156,3.0,2020/01/16,2020-04-06,41.82269,2020/01/16 06:15:15.083,0.27267104,411.5937,0.0,0.55451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.7782136163523,16.305174059216995]}"
2020_04_06_00000000000000000012_0,Vietnam,5102,VNM,7046,3.0,2020/01/16,2020-04-06,41.870167,2020/01/16 06:15:15.228,0.5458427,411.1382,0.0,0.5585415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73353973553662,16.37711970659778]}"
2020_04_06_00000000000000000013_0,Vietnam,4477,VNM,6329,3.0,2020/01/16,2020-04-06,41.86596,2020/01/16 06:15:15.255,0.43480352,411.8386,0.0,0.56729156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73794484266462,16.368126500675185]}"
2020_04_06_00000000000000000014_0,Vietnam,4451,VNM,6424,3.0,2020/01/16,2020-04-06,41.861664,2020/01/16 06:15:15.282,0.32470787,411.2356,0.0,0.54627967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74731793151818,16.368126500675185]}"
2020_04_06_00000000000000000015_0,Vietnam,5397,VNM,7168,3.0,2020/01/16,2020-04-06,41.857296,2020/01/16 06:15:15.309,0.21815544,411.94226,0.0,0.58584595,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75172485471955,16.359133294752585]}"
2020_04_06_00000000000000000016_0,Vietnam,5203,VNM,6846,3.0,2020/01/16,2020-04-06,41.852905,2020/01/16 06:15:15.336,0.12591079,411.21338,0.0,0.60562325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75613402637826,16.350140088829985]}"
2020_04_06_00000000000000000017_0,Vietnam,4945,VNM,6859,3.0,2020/01/16,2020-04-06,41.88247,2020/01/16 06:15:15.588,0.43497232,411.2063,0.0,0.578922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73411065128771,16.395106118442975]}"
2020_04_06_00000000000000000018_0,Vietnam,4915,VNM,7009,3.0,2020/01/16,2020-04-06,41.878174,2020/01/16 06:15:15.615,0.3248999,410.42435,0.0,0.5725518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73851082993907,16.386112912520378]}"
2020_04_06_00000000000000000019_0,Vietnam,5142,VNM,7168,3.0,2020/01/16,2020-04-06,41.873806,2020/01/16 06:15:15.642,0.21838962,409.8029,0.0,0.56169486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.74291325663702,16.37711970659778]}"
2020_04_06_0000000000000000001a_0,Vietnam,5122,VNM,7083,3.0,2020/01/16,2020-04-06,41.869415,2020/01/16 06:15:15.669,0.12622564,411.48853,0.0,0.5508049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.75669102037178,16.368126500675185]}"
2020_04_06_0000000000000000001b_0,Vietnam,5310,VNM,7010,3.0,2020/01/16,2020-04-06,41.86494,2020/01/16 06:15:15.696,0.09867146,412.37735,0.0,0.6364638,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.76109751159706,16.359133294752585]}"
2020_04_06_0000000000000000001c_0,Vietnam,3783,VNM,5736,3.0,2020/01/16,2020-04-06,41.855766,2020/01/16 06:15:15.749,0.27289274,410.4834,0.0,0.6322123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.76991724036921,16.341146882907392]}"
2020_04_06_0000000000000000001d_0,Vietnam,5145,VNM,7066,3.0,2020/01/16,2020-04-06,41.894688,2020/01/16 06:15:15.948,0.3250914,412.70505,0.0,0.6065625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.73908754001262,16.404099324365575]}"
