latitude,longitude,time,date,xco2,xco2_quality_flag
11.195433,106.20195,2022-03-08 00:56:34.752015,2022-03-08,417.11963,0
11.19202,106.224884,2022-03-08 00:56:34.779012,2022-03-08,417.10522,0
11.196327,106.10038,2022-03-08 00:56:34.950002,2022-03-08,418.03366,0
11.185608,106.16897,2022-03-08 00:56:35.030992,2022-03-08,418.06018,0
11.182243,106.19187,2022-03-08 00:56:35.057988,2022-03-08,417.5781,0
11.178949,106.21473,2022-03-08 00:56:35.085025,2022-03-08,418.30887,0
11.1833105,106.090004,2022-03-08 00:56:35.257021,2022-03-08,418.11005,0
11.179554,106.112785,2022-03-08 00:56:35.284018,2022-03-08,417.91226,0
11.165396,106.20427,2022-03-08 00:56:35.392004,2022-03-08,419.22226,0
11.161906,106.22723,2022-03-08 00:56:35.419000,2022-03-08,418.02097,0
11.158666,106.25018,2022-03-08 00:56:35.445997,2022-03-08,417.72086,0
11.166778,106.10301,2022-03-08 00:56:35.589991,2022-03-08,418.20526,0
11.163126,106.1258,2022-03-08 00:56:35.617028,2022-03-08,418.8184,0
11.159466,106.14862,2022-03-08 00:56:35.644024,2022-03-08,418.88928,0
11.145517,106.240036,2022-03-08 00:56:35.752010,2022-03-08,418.2231,0
11.142127,106.262955,2022-03-08 00:56:35.779006,2022-03-08,417.6636,0
11.150003,106.115585,2022-03-08 00:56:35.923001,2022-03-08,418.19827,0
11.146285,106.13835,2022-03-08 00:56:35.949997,2022-03-08,417.87085,0
11.142752,106.16112,2022-03-08 00:56:35.976994,2022-03-08,417.8546,0
11.139175,106.18393,2022-03-08 00:56:36.003990,2022-03-08,417.30695,0
11.125335,106.27547,2022-03-08 00:56:36.112016,2022-03-08,418.66364,0
11.133053,106.12811,2022-03-08 00:56:36.257016,2022-03-08,418.4481,0
11.129262,106.15089,2022-03-08 00:56:36.284013,2022-03-08,418.14728,0
11.125627,106.17369,2022-03-08 00:56:36.311009,2022-03-08,417.4309,0
11.121883,106.19655,2022-03-08 00:56:36.338005,2022-03-08,418.20673,0
11.108122,106.28815,2022-03-08 00:56:36.445991,2022-03-08,418.14487,0
11.116601,106.14078,2022-03-08 00:56:36.590026,2022-03-08,418.4468,0
11.112946,106.163536,2022-03-08 00:56:36.617022,2022-03-08,418.0689,0
11.109309,106.186325,2022-03-08 00:56:36.644019,2022-03-08,418.39633,0
11.09874,106.254845,2022-03-08 00:56:36.725008,2022-03-08,418.35965,0
11.095329,106.27774,2022-03-08 00:56:36.752004,2022-03-08,418.0497,0
11.092072,106.30065,2022-03-08 00:56:36.779001,2022-03-08,418.54678,0
11.089047,106.221756,2022-03-08 00:56:37.004025,2022-03-08,418.4948,0
11.078707,106.29039,2022-03-08 00:56:37.085014,2022-03-08,417.69785,0
11.075321,106.31334,2022-03-08 00:56:37.112010,2022-03-08,417.77295,0
11.076013,106.21163,2022-03-08 00:56:37.311003,2022-03-08,418.31738,0
11.062,106.303,2022-03-08 00:56:37.418989,2022-03-08,418.52502,0
11.058733,106.325905,2022-03-08 00:56:37.446026,2022-03-08,417.67215,0
11.062971,106.20135,2022-03-08 00:56:37.617017,2022-03-08,418.5412,0
11.059326,106.22412,2022-03-08 00:56:37.644013,2022-03-08,418.86304,0
11.04873,106.29265,2022-03-08 00:56:37.725003,2022-03-08,417.77493,0
11.045309,106.315544,2022-03-08 00:56:37.751999,2022-03-08,418.46982,0
11.042043,106.33846,2022-03-08 00:56:37.778995,2022-03-08,418.01715,0
11.050023,106.19122,2022-03-08 00:56:37.922990,2022-03-08,418.11044,0
11.046333,106.213974,2022-03-08 00:56:37.950027,2022-03-08,417.25528,0
11.0321245,106.30527,2022-03-08 00:56:38.058012,2022-03-08,418.49167,0
11.033488,106.20422,2022-03-08 00:56:38.257005,2022-03-08,419.13974,0
11.029775,106.226944,2022-03-08 00:56:38.284002,2022-03-08,418.05283,0
11.026107,106.249664,2022-03-08 00:56:38.310998,2022-03-08,419.0941,0
11.022494,106.272415,2022-03-08 00:56:38.337995,2022-03-08,418.12534,0
11.019001,106.29519,2022-03-08 00:56:38.364991,2022-03-08,418.7017,0
11.015434,106.31801,2022-03-08 00:56:38.391987,2022-03-08,418.66415,0
11.016774,106.21662,2022-03-08 00:56:38.590015,2022-03-08,417.9539,0
11.00596,106.28504,2022-03-08 00:56:38.671004,2022-03-08,417.9537,0
11.002424,106.30782,2022-03-08 00:56:38.698001,2022-03-08,418.11365,0
10.99891,106.33063,2022-03-08 00:56:38.724997,2022-03-08,418.39478,0
11.000013,106.22909,2022-03-08 00:56:38.923025,2022-03-08,417.909,0
10.989283,106.297585,2022-03-08 00:56:39.004014,2022-03-08,417.0898,0
10.985785,106.32047,2022-03-08 00:56:39.031010,2022-03-08,418.56778,0
10.982276,106.34341,2022-03-08 00:56:39.058007,2022-03-08,418.30707,0
10.978826,106.36631,2022-03-08 00:56:39.085003,2022-03-08,417.48483,0
10.983546,106.24189,2022-03-08 00:56:39.257000,2022-03-08,417.7519,0
10.969085,106.3331,2022-03-08 00:56:39.365026,2022-03-08,418.88025,0
10.965599,106.35598,2022-03-08 00:56:39.392022,2022-03-08,417.3193,0
10.958795,106.40183,2022-03-08 00:56:39.446015,2022-03-08,418.10626,0
10.955803,106.3225,2022-03-08 00:56:39.670999,2022-03-08,417.91998,0
10.952248,106.34538,2022-03-08 00:56:39.697995,2022-03-08,417.94275,0
10.948812,106.368286,2022-03-08 00:56:39.724992,2022-03-08,418.1199,0
10.945433,106.39122,2022-03-08 00:56:39.751988,2022-03-08,417.2192,0
10.94201,106.4142,2022-03-08 00:56:39.779025,2022-03-08,417.47864,0
10.939227,106.33544,2022-03-08 00:56:40.004008,2022-03-08,418.36786,0
10.935649,106.35828,2022-03-08 00:56:40.031005,2022-03-08,418.12726,0
10.932223,106.38112,2022-03-08 00:56:40.058001,2022-03-08,418.35284,0
10.928755,106.404,2022-03-08 00:56:40.084998,2022-03-08,417.2659,0
10.92544,106.42689,2022-03-08 00:56:40.111994,2022-03-08,418.15524,0
10.929722,106.30233,2022-03-08 00:56:40.283991,2022-03-08,417.8673,0
10.926071,106.3251,2022-03-08 00:56:40.311028,2022-03-08,418.73453,0
10.922477,106.34791,2022-03-08 00:56:40.338024,2022-03-08,418.15482,0
10.918937,106.370735,2022-03-08 00:56:40.365020,2022-03-08,418.0855,0
10.915452,106.3936,2022-03-08 00:56:40.392017,2022-03-08,417.69406,0
10.912024,106.41649,2022-03-08 00:56:40.419013,2022-03-08,418.3351,0
10.909466,106.33792,2022-03-08 00:56:40.643997,2022-03-08,417.8938,0
10.9058695,106.360725,2022-03-08 00:56:40.670993,2022-03-08,417.8879,0
10.902316,106.383514,2022-03-08 00:56:40.697990,2022-03-08,418.09653,0
10.89885,106.406334,2022-03-08 00:56:40.724986,2022-03-08,417.90503,0
10.895441,106.42918,2022-03-08 00:56:40.752023,2022-03-08,418.2398,0
10.891989,106.45207,2022-03-08 00:56:40.779019,2022-03-08,417.9576,0
10.892804,106.35041,2022-03-08 00:56:40.977006,2022-03-08,417.93265,0
10.889253,106.37323,2022-03-08 00:56:41.004003,2022-03-08,417.46387,0
10.885693,106.396095,2022-03-08 00:56:41.030999,2022-03-08,417.69675,0
10.882253,106.418976,2022-03-08 00:56:41.057996,2022-03-08,417.55222,0
10.878815,106.44185,2022-03-08 00:56:41.084992,2022-03-08,418.42258,0
10.875426,106.46474,2022-03-08 00:56:41.111989,2022-03-08,418.8335,0
10.876148,106.363,2022-03-08 00:56:41.311022,2022-03-08,418.02203,0
10.872565,106.38582,2022-03-08 00:56:41.338018,2022-03-08,417.43442,0
10.865566,106.43155,2022-03-08 00:56:41.392011,2022-03-08,418.38187,0
10.862149,106.45446,2022-03-08 00:56:41.419008,2022-03-08,418.22852,0
10.8587885,106.477394,2022-03-08 00:56:41.446004,2022-03-08,418.5607,0
10.863146,106.352844,2022-03-08 00:56:41.616995,2022-03-08,417.22964,0
10.85947,106.37558,2022-03-08 00:56:41.643991,2022-03-08,418.06772,0
10.855862,106.39837,2022-03-08 00:56:41.671028,2022-03-08,417.8383,0
10.852341,106.42125,2022-03-08 00:56:41.698025,2022-03-08,417.96173,0
10.848875,106.44416,2022-03-08 00:56:41.725021,2022-03-08,418.0195,0
10.845466,106.46711,2022-03-08 00:56:41.752017,2022-03-08,418.9514,0
10.842112,106.49008,2022-03-08 00:56:41.779014,2022-03-08,418.4855,0
10.846549,106.36565,2022-03-08 00:56:41.950005,2022-03-08,416.9621,0
10.842859,106.38834,2022-03-08 00:56:41.977001,2022-03-08,417.76755,0
10.835646,106.43382,2022-03-08 00:56:42.030994,2022-03-08,417.82193,0
10.832122,106.45661,2022-03-08 00:56:42.057991,2022-03-08,418.29303,0
