file_date,latitude,longitude,sza,vza,xco2,xco2_sigma,xco2_qual,time,GID_0,COUNTRY,is_rice_area
2020-01-08,21.306564,106.50768,73.52465,0.5959945,410.0407,0.68414354,0.0,2020-01-08 00:57:26.104019968,VNM,Vietnam,False
2020-01-08,21.010561,106.82476,73.093735,0.18469389,415.34537,0.8794361,0.0,2020-01-08 00:57:32.850995968,VNM,Vietnam,True
2020-01-08,21.026766,106.81083,73.11453,0.18472491,414.78494,0.8911603,0.0,2020-01-08 00:57:32.518026496,VNM,Vietnam,False
2020-01-08,21.017542,106.79827,73.11948,0.1482361,415.26352,0.9967047,0.0,2020-01-08 00:57:32.490989824,VNM,Vietnam,True
2020-01-08,21.070744,106.8344,73.12073,0.88652354,413.4027,1.1251857,0.0,2020-01-08 00:57:32.266006272,VNM,Vietnam,False
2020-01-08,21.06147,106.82194,73.12556,0.64510125,414.269,1.0957961,0.0,2020-01-08 00:57:32.239009792,VNM,Vietnam,False
2020-01-08,21.05221,106.80944,73.13042,0.40686116,412.1286,1.0541073,0.0,2020-01-08 00:57:32.212013312,VNM,Vietnam,False
2020-01-08,21.038336,106.86228,73.07911,0.8863586,411.76703,1.2415692,0.0,2020-01-08 00:57:32.932025344,VNM,Vietnam,False
2020-01-08,21.04296,106.796906,73.13532,0.18481652,414.28082,0.95801955,0.0,2020-01-08 00:57:32.185016832,VNM,Vietnam,True
2020-01-08,21.02453,106.77176,73.14524,0.3588614,413.57147,1.0338625,0.0,2020-01-08 00:57:32.131023872,VNM,Vietnam,True
2020-01-08,21.01535,106.759155,73.150246,0.59574264,414.23645,1.1512495,0.0,2020-01-08 00:57:32.103987200,VNM,Vietnam,True
2020-01-08,21.06838,106.79547,73.15123,0.4062809,414.21054,0.9314936,0.0,2020-01-08 00:57:31.877997824,VNM,Vietnam,False
2020-01-08,21.059135,106.78294,73.15613,0.1844374,413.68912,0.9264454,0.0,2020-01-08 00:57:31.851001344,VNM,Vietnam,False
2020-01-08,21.049915,106.77039,73.161064,0.14837848,413.56686,0.91835904,0.0,2020-01-08 00:57:31.824004864,VNM,Vietnam,True
2020-01-08,21.04072,106.75782,73.16604,0.3589134,413.85913,0.9524109,0.0,2020-01-08 00:57:31.797008640,VNM,Vietnam,False
2020-01-08,21.033733,106.78435,73.14027,0.1482519,413.7907,0.9541657,0.0,2020-01-08 00:57:32.158020608,VNM,Vietnam,False
2020-01-08,21.031544,106.74522,73.17104,0.595634,413.23923,0.96375495,0.0,2020-01-08 00:57:31.770012160,VNM,Vietnam,True
2020-01-08,20.985126,106.82616,73.07785,0.1487344,415.17914,0.88126177,0.0,2020-01-08 00:57:33.158014976,VNM,Vietnam,False
2020-01-08,20.941416,106.80228,73.072075,0.8366265,412.93005,0.9730534,0.0,2020-01-08 00:57:33.409995008,VNM,Vietnam,False
2020-01-08,21.33424,106.545456,73.50975,0.18357028,410.68918,0.5579746,0.0,2020-01-08 00:57:26.185009152,VNM,Vietnam,False
2020-01-08,20.785858,107.05833,72.77199,0.6439504,410.91205,1.4804816,0.0,2020-01-08 00:57:37.905001984,VNM,Vietnam,False
2020-01-08,20.774378,107.00693,72.80747,0.1501979,413.45633,1.0476102,0.0,2020-01-08 00:57:37.491003136,VNM,Vietnam,False
2020-01-08,20.825243,107.0042,72.839226,0.4061333,414.32437,1.2113826,0.0,2020-01-08 00:57:36.878010880,VNM,Vietnam,False
2020-01-08,20.797617,106.96654,72.854065,0.36057162,413.1155,1.1094383,0.0,2020-01-08 00:57:36.797021696,VNM,Vietnam,False
2020-01-08,20.832254,106.97776,72.86497,0.18451421,412.52664,1.0446764,0.0,2020-01-08 00:57:36.518004992,VNM,Vietnam,False
2020-01-08,20.99434,106.83869,73.07292,0.18473318,415.0559,0.8964954,0.0,2020-01-08 00:57:33.185011456,VNM,Vietnam,True
2020-01-08,20.93648,106.86786,73.01548,0.14955945,414.43134,1.0145895,0.0,2020-01-08 00:57:34.158009600,VNM,Vietnam,True
