file_date,latitude,longitude,sza,vza,xco2,xco2_sigma,xco2_qual,time,GID_0,COUNTRY,is_rice_area
2021-01-02,22.267744,102.3848,58.13349,0.41172335,414.2366,0.973189,0.0,2021-01-02 02:44:01.382990848,VNM,Vietnam,False
2021-01-02,22.226696,102.4,58.091774,0.64027524,415.57544,0.7922787,0.0,2021-01-02 02:44:02.023019520,VNM,Vietnam,True
2021-01-02,22.271406,102.46547,58.084896,0.6326611,414.83456,0.7951306,0.0,2021-01-02 02:44:02.158001664,VNM,Vietnam,True
2021-01-02,22.280415,102.47849,58.083626,0.8694484,413.89203,0.8508568,0.0,2021-01-02 02:44:02.184998144,VNM,Vietnam,False
2021-01-02,22.264347,102.492645,58.062065,0.869223,415.67487,0.8356655,0.0,2021-01-02 02:44:02.518007808,VNM,Vietnam,False
2021-01-02,22.23931,102.493835,58.041756,0.6333766,415.482,0.8265883,0.0,2021-01-02 02:44:02.825026816,VNM,Vietnam,True
2021-01-02,22.24832,102.50686,58.040493,0.87013894,414.61496,0.9187753,0.0,2021-01-02 02:44:02.852023040,VNM,Vietnam,False
2021-01-02,22.223137,102.50792,58.020153,0.6315536,416.23065,0.7967999,0.0,2021-01-02 02:44:03.157996288,VNM,Vietnam,True
2021-01-02,22.23215,102.520935,58.018894,0.8684496,415.55588,0.91208726,0.0,2021-01-02 02:44:03.184992768,VNM,Vietnam,False
2021-01-02,22.19806,102.50909,57.999836,0.40440765,418.03912,0.67670393,0.0,2021-01-02 02:44:03.464009472,VNM,Vietnam,False
2021-01-02,22.207054,102.52214,57.998535,0.63212705,415.2102,0.86257184,0.0,2021-01-02 02:44:03.491005952,VNM,Vietnam,True
2021-01-02,22.216064,102.53515,57.99728,0.8688245,415.5992,0.91221917,0.0,2021-01-02 02:44:03.518002176,VNM,Vietnam,False
2021-01-02,22.182085,102.523346,57.97827,0.40622136,418.01807,0.79470223,0.0,2021-01-02 02:44:03.798024960,VNM,Vietnam,False
2021-01-02,22.191065,102.53638,57.976974,0.6341205,416.36618,0.7896163,0.0,2021-01-02 02:44:03.825021184,VNM,Vietnam,False
2021-01-02,22.20008,102.549416,57.975704,0.8709119,416.1471,0.93102664,0.0,2021-01-02 02:44:03.852017920,VNM,Vietnam,False
2021-01-02,22.209112,102.56241,57.974476,1.1106701,415.9534,0.8555113,0.0,2021-01-02 02:44:03.879014144,VNM,Vietnam,True
2021-01-02,22.19298,102.57651,57.952892,1.1096109,415.3469,0.88952875,0.0,2021-01-02 02:44:04.212024064,VNM,Vietnam,False
2021-01-02,21.419233,103.252106,56.91679,1.1121631,414.0623,0.85350037,0.0,2021-01-02 02:44:20.212017664,VNM,Vietnam,False
2021-01-02,21.37621,103.227066,56.899002,0.40630117,415.92404,0.6339656,0.0,2021-01-02 02:44:20.463997952,VNM,Vietnam,False
2021-01-02,21.385143,103.240105,56.897697,0.6343514,414.1043,0.7029887,0.0,2021-01-02 02:44:20.490994176,VNM,Vietnam,False
2021-01-02,21.394087,103.25309,56.896435,0.87135506,412.85434,0.81692016,0.0,2021-01-02 02:44:20.517990656,VNM,Vietnam,False
2021-01-02,21.333578,103.20208,56.88151,0.40893188,413.4378,0.7842789,0.0,2021-01-02 02:44:20.717023744,VNM,Vietnam,False
2021-01-02,21.360147,103.241196,56.8774,0.40858608,412.14807,0.75968224,0.0,2021-01-02 02:44:20.798013184,VNM,Vietnam,False
2021-01-02,21.377968,103.26712,56.87485,0.87236613,412.18436,0.812736,0.0,2021-01-02 02:44:20.852005888,VNM,Vietnam,True
2021-01-02,21.386917,103.28007,56.873623,1.1120683,413.55096,0.8253414,0.0,2021-01-02 02:44:20.879002624,VNM,Vietnam,False
2021-01-02,21.317387,103.21601,56.85993,0.40969414,414.79654,0.79127616,0.0,2021-01-02 02:44:21.049993216,VNM,Vietnam,False
2021-01-02,21.352837,103.26804,56.854546,0.63495445,415.22427,0.80863523,0.0,2021-01-02 02:44:21.158019328,VNM,Vietnam,False
2021-01-02,21.292416,103.21686,56.839813,0.63788176,415.3067,0.70841104,0.0,2021-01-02 02:44:21.356006656,VNM,Vietnam,False
2021-01-02,21.301243,103.22997,56.838364,0.40967888,414.83725,0.80737346,0.0,2021-01-02 02:44:21.383002880,VNM,Vietnam,True
2021-01-02,21.310097,103.243065,56.836952,0.21989818,415.84433,0.7584204,0.0,2021-01-02 02:44:21.409999360,VNM,Vietnam,False
2021-01-02,21.276262,103.23084,56.818222,0.6378366,415.54788,0.6588367,0.0,2021-01-02 02:44:21.690021888,VNM,Vietnam,True
2021-01-02,21.285097,103.24397,56.816772,0.40957364,414.70822,0.72680104,0.0,2021-01-02 02:44:21.717018624,VNM,Vietnam,False
2021-01-02,21.338541,103.322205,56.808823,1.1151757,414.31323,0.7453171,0.0,2021-01-02 02:44:21.878996992,VNM,Vietnam,False
2021-01-02,21.260138,103.24497,56.796562,0.6360685,415.27298,0.6002371,0.0,2021-01-02 02:44:22.022991360,VNM,Vietnam,True
2021-01-02,21.268944,103.25806,56.79512,0.40875208,415.9767,0.6796431,0.0,2021-01-02 02:44:22.049987840,VNM,Vietnam,False
2021-01-02,21.27778,103.27111,56.79372,0.22029567,413.01022,0.7921819,0.0,2021-01-02 02:44:22.077024512,VNM,Vietnam,False
2021-01-02,21.306171,103.35005,56.765675,1.1127665,415.30127,0.74708766,0.0,2021-01-02 02:44:22.545016320,VNM,Vietnam,False
2021-01-02,21.220478,103.29992,56.730396,0.4087015,416.09027,0.73351395,0.0,2021-01-02 02:44:23.050022656,VNM,Vietnam,False
2021-01-02,21.229315,103.31299,56.72899,0.21978898,415.3036,0.70279396,0.0,2021-01-02 02:44:23.077019136,VNM,Vietnam,True
2021-01-02,21.238182,103.32604,56.727623,0.2203011,415.2519,0.6312362,0.0,2021-01-02 02:44:23.104015616,VNM,Vietnam,True
2021-01-02,21.247072,103.33908,56.726288,0.40952328,415.44196,0.4821768,0.0,2021-01-02 02:44:23.131011840,VNM,Vietnam,False
2021-01-02,21.25599,103.35209,56.72499,0.6372668,413.91016,0.4701898,0.0,2021-01-02 02:44:23.158008576,VNM,Vietnam,True
2021-01-02,21.264925,103.365074,56.723732,0.8738569,414.25995,0.51671195,0.0,2021-01-02 02:44:23.185005056,VNM,Vietnam,True
2021-01-02,21.221918,103.339874,56.70604,0.21893223,415.8563,0.60886467,0.0,2021-01-02 02:44:23.437025280,VNM,Vietnam,False
2021-01-02,21.239716,103.36594,56.703396,0.63489735,413.74136,0.5084232,0.0,2021-01-02 02:44:23.491017984,VNM,Vietnam,True
2021-01-02,21.25764,103.39192,56.700905,1.1120019,412.51892,0.49426824,0.0,2021-01-02 02:44:23.545010944,VNM,Vietnam,False
