file_date,latitude,longitude,sza,vza,xco2,xco2_sigma,xco2_qual,time,GID_0,COUNTRY,is_rice_area
2021-01-02,14.212591,108.10295,42.34996,0.55343753,416.87512,0.58359486,0.0,2021-01-02 06:15:02.561992448,VNM,Vietnam,False
2021-01-02,14.204556,108.108734,42.345722,0.442127,416.77417,0.55557853,0.0,2021-01-02 06:15:02.588023296,VNM,Vietnam,False
2021-01-02,14.232701,108.09846,42.36606,0.55337083,415.6902,0.51813585,0.0,2021-01-02 06:15:02.895002112,VNM,Vietnam,False
2021-01-02,14.224667,108.10424,42.361824,0.44204983,415.7864,0.522215,0.0,2021-01-02 06:15:02.920992512,VNM,Vietnam,False
2021-01-02,14.216584,108.10998,42.35752,0.331493,415.2184,0.49196196,0.0,2021-01-02 06:15:02.947988992,VNM,Vietnam,False
2021-01-02,14.208413,108.115654,42.35312,0.2238659,416.5362,0.5229319,0.0,2021-01-02 06:15:02.975025664,VNM,Vietnam,False
2021-01-02,14.252723,108.094,42.382103,0.55232537,415.1086,0.50880337,0.0,2021-01-02 06:15:03.228011520,VNM,Vietnam,False
2021-01-02,14.244678,108.0998,42.37786,0.44088346,415.3838,0.519246,0.0,2021-01-02 06:15:03.255008256,VNM,Vietnam,False
2021-01-02,14.236588,108.10554,42.373554,0.33021095,415.12027,0.4992844,0.0,2021-01-02 06:15:03.282004480,VNM,Vietnam,False
2021-01-02,14.212052,108.12231,42.3602,0.09177784,416.2654,0.52440554,0.0,2021-01-02 06:15:03.362993920,VNM,Vietnam,False
2021-01-02,14.256568,108.10111,42.389576,0.3286838,415.24527,0.513657,0.0,2021-01-02 06:15:03.615014400,VNM,Vietnam,False
2021-01-02,14.248389,108.106804,42.38517,0.22099373,415.46686,0.50639826,0.0,2021-01-02 06:15:03.642010624,VNM,Vietnam,False
2021-01-02,14.240246,108.11238,42.380737,0.12581702,416.03485,0.5043538,0.0,2021-01-02 06:15:03.669007104,VNM,Vietnam,False
2021-01-02,14.232038,108.11789,42.376225,0.09187392,416.70065,0.527235,0.0,2021-01-02 06:15:03.696003328,VNM,Vietnam,False
2021-01-02,14.223785,108.12332,42.371635,0.1640157,416.79535,0.5198632,0.0,2021-01-02 06:15:03.723000064,VNM,Vietnam,False
2021-01-02,14.215496,108.12867,42.366974,0.26646644,418.10574,0.54859877,0.0,2021-01-02 06:15:03.748990464,VNM,Vietnam,False
2021-01-02,14.268372,108.10239,42.401196,0.2194966,414.74808,0.53376377,0.0,2021-01-02 06:15:03.975020288,VNM,Vietnam,False
2021-01-02,14.26023,108.10796,42.396763,0.12454149,415.87708,0.49602,0.0,2021-01-02 06:15:04.002016768,VNM,Vietnam,False
2021-01-02,14.252027,108.11348,42.392254,0.0920425,415.9952,0.49755982,0.0,2021-01-02 06:15:04.029013248,VNM,Vietnam,False
2021-01-02,14.243779,108.11892,42.387672,0.1651564,415.6501,0.52207446,0.0,2021-01-02 06:15:04.056009728,VNM,Vietnam,False
2021-01-02,14.235495,108.12427,42.383015,0.26780224,416.56067,0.54870784,0.0,2021-01-02 06:15:04.083006208,VNM,Vietnam,False
2021-01-02,14.312681,108.08075,42.430218,0.54791135,414.3154,0.52626395,0.0,2021-01-02 06:15:04.228006400,VNM,Vietnam,False
2021-01-02,14.272059,108.109116,42.408348,0.09276658,415.36838,0.535314,0.0,2021-01-02 06:15:04.362988544,VNM,Vietnam,False
2021-01-02,14.263814,108.114555,42.403767,0.166469,415.46234,0.49941367,0.0,2021-01-02 06:15:04.389019136,VNM,Vietnam,False
2021-01-02,14.255535,108.1199,42.399113,0.269165,415.15897,0.52314836,0.0,2021-01-02 06:15:04.416015616,VNM,Vietnam,False
2021-01-02,14.332714,108.07636,42.44632,0.54665595,415.04382,0.5300741,0.0,2021-01-02 06:15:04.562021632,VNM,Vietnam,False
2021-01-02,14.316598,108.08793,42.43778,0.3247207,415.41867,0.47930393,0.0,2021-01-02 06:15:04.615008768,VNM,Vietnam,False
2021-01-02,14.283848,108.11019,42.419865,0.16778684,413.1535,0.51726675,0.0,2021-01-02 06:15:04.722994688,VNM,Vietnam,False
2021-01-02,14.275572,108.11554,42.41521,0.2705382,415.60464,0.53138703,0.0,2021-01-02 06:15:04.749025280,VNM,Vietnam,False
2021-01-02,14.3527355,108.07198,42.462414,0.54538655,415.98578,0.51161474,0.0,2021-01-02 06:15:04.894991104,VNM,Vietnam,False
2021-01-02,14.344706,108.07779,42.45818,0.43403682,415.84045,0.52213526,0.0,2021-01-02 06:15:04.921021952,VNM,Vietnam,True
2021-01-02,14.336626,108.08355,42.453876,0.32353294,415.50903,0.51436186,0.0,2021-01-02 06:15:04.948018432,VNM,Vietnam,False
2021-01-02,14.328458,108.089264,42.44948,0.21623908,415.94373,0.49112687,0.0,2021-01-02 06:15:04.975014912,VNM,Vietnam,False
2021-01-02,14.320325,108.09485,42.445053,0.12252461,415.89612,0.5053138,0.0,2021-01-02 06:15:05.002011392,VNM,Vietnam,False
2021-01-02,14.372791,108.06758,42.478535,0.54442585,415.47574,0.45233682,0.0,2021-01-02 06:15:05.228000768,VNM,Vietnam,True
2021-01-02,14.364764,108.073395,42.4743,0.43313545,415.88382,0.4544408,0.0,2021-01-02 06:15:05.254997248,VNM,Vietnam,False
2021-01-02,14.3566885,108.07916,42.47,0.32271233,416.01828,0.5141624,0.0,2021-01-02 06:15:05.281993984,VNM,Vietnam,False
2021-01-02,14.348524,108.08487,42.465603,0.2155569,416.77188,0.50156814,0.0,2021-01-02 06:15:05.308990208,VNM,Vietnam,False
2021-01-02,14.340396,108.09046,42.46118,0.122204505,415.73984,0.5141123,0.0,2021-01-02 06:15:05.336026880,VNM,Vietnam,True
2021-01-02,14.332202,108.095985,42.456676,0.09492425,417.03143,0.53403044,0.0,2021-01-02 06:15:05.363023360,VNM,Vietnam,False
2021-01-02,14.323964,108.10144,42.4521,0.17001143,416.34158,0.54427975,0.0,2021-01-02 06:15:05.389013760,VNM,Vietnam,False
2021-01-02,14.315693,108.1068,42.447445,0.27278212,415.72263,0.56783086,0.0,2021-01-02 06:15:05.416010496,VNM,Vietnam,False
2021-01-02,14.392853,108.06318,42.494663,0.54360557,414.1514,0.49721655,0.0,2021-01-02 06:15:05.562016512,VNM,Vietnam,False
2021-01-02,14.384826,108.069,42.49043,0.43233836,414.92877,0.4628466,0.0,2021-01-02 06:15:05.588006912,VNM,Vietnam,False
2021-01-02,14.376758,108.07476,42.486134,0.32196745,415.9522,0.4688689,0.0,2021-01-02 06:15:05.615003392,VNM,Vietnam,True
2021-01-02,14.368595,108.080475,42.481735,0.21491495,415.98416,0.46469378,0.0,2021-01-02 06:15:05.641999616,VNM,Vietnam,False
2021-01-02,14.360468,108.08607,42.477314,0.121896766,416.78476,0.509712,0.0,2021-01-02 06:15:05.668996352,VNM,Vietnam,False
2021-01-02,14.352275,108.0916,42.47281,0.0955937,417.3602,0.5134348,0.0,2021-01-02 06:15:05.695992832,VNM,Vietnam,False
2021-01-02,14.344039,108.09705,42.46823,0.17097387,416.11084,0.51637673,0.0,2021-01-02 06:15:05.722989056,VNM,Vietnam,False
2021-01-02,14.335768,108.10242,42.463577,0.27375057,415.55374,0.5725258,0.0,2021-01-02 06:15:05.749020160,VNM,Vietnam,False
2021-01-02,14.41292,108.05878,42.510796,0.5427896,413.92514,0.4684817,0.0,2021-01-02 06:15:05.895025920,VNM,Vietnam,False
2021-01-02,14.404897,108.0646,42.506565,0.43155137,413.69418,0.45959434,0.0,2021-01-02 06:15:05.921016576,VNM,Vietnam,False
2021-01-02,14.396827,108.070366,42.50227,0.321223,415.46033,0.46315825,0.0,2021-01-02 06:15:05.948013056,VNM,Vietnam,False
2021-01-02,14.388666,108.07608,42.49787,0.21427552,416.20618,0.5122536,0.0,2021-01-02 06:15:05.975009536,VNM,Vietnam,False
2021-01-02,14.38054,108.08168,42.49345,0.12159689,416.08768,0.4899011,0.0,2021-01-02 06:15:06.002006016,VNM,Vietnam,False
2021-01-02,14.372345,108.08721,42.48894,0.09622706,416.4429,0.4937641,0.0,2021-01-02 06:15:06.029002496,VNM,Vietnam,True
2021-01-02,14.364105,108.09266,42.484356,0.171908,415.4241,0.5085664,0.0,2021-01-02 06:15:06.055998720,VNM,Vietnam,True
2021-01-02,14.355833,108.09802,42.4797,0.27470866,416.1545,0.52330637,0.0,2021-01-02 06:15:06.082995200,VNM,Vietnam,False
2021-01-02,14.432947,108.05434,42.526882,0.54175204,413.82635,0.46937522,0.0,2021-01-02 06:15:06.227995392,VNM,Vietnam,False
2021-01-02,14.42492,108.06016,42.522644,0.43048817,413.54578,0.4607301,0.0,2021-01-02 06:15:06.254992128,VNM,Vietnam,True
2021-01-02,14.416848,108.065926,42.51834,0.32013604,414.0484,0.4555695,0.0,2021-01-02 06:15:06.281988352,VNM,Vietnam,False
2021-01-02,14.408685,108.07164,42.51394,0.21317258,414.39755,0.44306132,0.0,2021-01-02 06:15:06.309025024,VNM,Vietnam,False
2021-01-02,14.400557,108.07723,42.509514,0.12060725,415.82358,0.49012646,0.0,2021-01-02 06:15:06.336021504,VNM,Vietnam,False
2021-01-02,14.392362,108.08276,42.505005,0.09628325,416.8594,0.5088155,0.0,2021-01-02 06:15:06.363017728,VNM,Vietnam,False
