latitude,longitude,time,date,xco2,xco2_quality_flag
14.788896,108.76263,2023-05-30 04:53:43.698011,2023-05-30,422.5098,0
14.792536,108.841644,2023-05-30 04:53:44.590020,2023-05-30,422.1235,0
14.804154,108.83161,2023-05-30 04:53:44.617016,2023-05-30,420.91226,0
14.864031,108.91636,2023-05-30 04:53:46.230003,2023-05-30,421.30997,0
14.875677,108.90634,2023-05-30 04:53:46.256999,2023-05-30,421.30682,0
14.945043,108.84571,2023-05-30 04:53:46.419018,2023-05-30,420.9694,0
14.880667,108.929276,2023-05-30 04:53:46.563013,2023-05-30,422.55014,0
14.903976,108.909195,2023-05-30 04:53:46.617005,2023-05-30,422.25018,0
14.915589,108.899124,2023-05-30 04:53:46.644002,2023-05-30,422.52756,0
14.9271755,108.88903,2023-05-30 04:53:46.670998,2023-05-30,421.66873,0
14.93873,108.878914,2023-05-30 04:53:46.697995,2023-05-30,422.48734,0
14.950264,108.868774,2023-05-30 04:53:46.724991,2023-05-30,422.15805,0
14.961773,108.85861,2023-05-30 04:53:46.751988,2023-05-30,422.4414,0
14.897362,108.94221,2023-05-30 04:53:46.896988,2023-05-30,421.83292,0
14.913979,108.95512,2023-05-30 04:53:47.229998,2023-05-30,422.284,0
14.9256315,108.9451,2023-05-30 04:53:47.256994,2023-05-30,422.9329,0
14.971978,108.90479,2023-05-30 04:53:47.365020,2023-05-30,422.95856,0
14.983504,108.89466,2023-05-30 04:53:47.392016,2023-05-30,421.98953,0
15.0001335,108.907585,2023-05-30 04:53:47.724986,2023-05-30,422.6665,0
